evaluation,objective,C 1s_raw,La 4d_raw,O 1s_raw,Ti 2p_raw,reflectivity_raw,C 1s_weighted,La 4d_weighted,O 1s_weighted,Ti 2p_weighted,reflectivity_weighted,objective_total_seconds,reflectivity_simulation_seconds,rocking_curve_simulation_seconds,scoring_seconds,stack_seconds,carbon_thickness,carbon_roughness_fraction,lno_thickness,sto_thickness,superlattice_roughness,substrate_roughness,angle_offset
1.100000000000000000e+01,7.709342256941771609e-02,3.721901803963716462e-03,1.046991299552381318e-03,6.653175555975707851e-04,1.471771531380844031e-03,1.574733956551397085e-01,1.860950901981858058e-02,5.234956497761907024e-03,3.326587777987854034e-03,7.358857656904220154e-03,4.256351161694515300e-02,1.240778999635949731e-01,3.449789999285712838e-02,7.248999999137595296e-02,2.510999911464750767e-04,1.683120004599913955e-02,1.491806399598820043e+01,5.733931548352338980e-01,2.054612056930530173e+01,2.032307110611916556e+01,2.255126592360230831e+00,3.105350154810479157e+00,7.286970542131221418e-02
1.200000000000000000e+01,5.323088356148646290e-03,9.701169338082078764e-05,1.314181800252297303e-04,8.181468925617078761e-05,2.450867994630851875e-04,9.421102889384030607e-03,4.850584669041039382e-04,6.570909001261486786e-04,4.090734462808539381e-04,1.225433997315425938e-03,2.546431545522113635e-03,1.208717999979853630e-01,4.142560000764206052e-02,7.107930001802742481e-02,1.242000143975019455e-04,8.236099965870380402e-03,6.798623988974559218e+00,6.113485604559466824e-02,2.036737396980665693e+01,2.020795006181301190e+01,4.392062423961802686e+00,4.046159657045306446e+00,-6.300447286981172845e-02
1.300000000000000000e+01,1.599379241856429823e-01,4.315935976486228592e-03,1.640093149101849376e-03,9.751762509103155440e-04,2.541097839135138519e-03,4.165020361779841473e-01,2.157967988243114296e-02,8.200465745509246882e-03,4.875881254551578045e-03,1.270548919567569303e-02,1.125764081074753231e-01,1.295973000233061612e-01,3.677030000835657120e-02,8.137099997838959098e-02,9.360001422464847565e-05,1.135639997664839029e-02,1.051977518479386653e+01,9.544911136124838436e-01,1.851758329979734086e+01,1.807190385050967762e+01,3.250948635984591384e+00,2.397385252881856665e+00,7.205441843702509175e-02
1.400000000000000000e+01,1.281116772272979654e-01,4.695463176004189068e-03,1.425656176739496708e-03,8.640512494466333912e-04,2.288580431206442209e-03,3.024265390378747531e-01,2.347731588002094361e-02,7.128280883697483972e-03,4.320256247233166848e-03,1.144290215603221104e-02,8.174292206031415209e-02,1.023482999880798161e-01,3.059069998562335968e-02,6.171540002105757594e-02,9.030004730448126793e-05,9.946000005584210157e-03,7.381433897405627498e+00,4.252563612120112690e-01,1.951780183084564513e+01,1.851756916402209896e+01,3.413307317836782317e+00,1.288018493575376677e+00,-6.906524149343987173e-02
1.500000000000000000e+01,1.750967421480343067e-01,4.706709491908566724e-03,1.611364821027530580e-03,9.746334495683516529e-04,2.467585904672641491e-03,4.672581012906125153e-01,2.353354745954283275e-02,8.056824105137652681e-03,4.873167247841758698e-03,1.233792952336320789e-02,1.262952738121488616e-01,1.041110999649390578e-01,3.010099998209625483e-02,6.115959997987374663e-02,8.249998791143298149e-05,1.276210002833977342e-02,9.456256593455893977e+00,9.027070317953123091e-01,1.907789527442835720e+01,1.836487692604326938e+01,3.782696124914393110e+00,3.755235878225114288e+00,-2.262118868309656028e-01
1.600000000000000000e+01,6.720257612959919247e-02,2.218402621562916548e-03,1.336754388418734353e-03,9.036884423834832918e-04,2.258001600909428485e-03,1.243787011670480364e-01,1.109201310781458318e-02,6.683771942093671981e-03,4.518442211917416892e-03,1.129000800454714286e-02,3.361834086322638276e-02,1.071349999983794987e-01,3.346150001743808389e-02,6.411440001102164388e-02,1.437999308109283447e-04,9.409699996467679739e-03,7.823337195181204073e+00,9.148499547333791559e-01,2.150098522292798364e+01,2.010241906675121371e+01,1.944686847913837058e+00,1.527578542002558493e+00,2.353020038408665249e-02
1.700000000000000000e+01,3.783376190207453360e-02,1.211390546087248461e-03,7.092333507341929679e-04,4.279199910562623047e-04,1.034561060880187641e-03,7.739177787020880273e-02,6.056952730436241869e-03,3.546166753670964948e-03,2.139599955281311361e-03,5.172805304400938421e-03,2.091823715828507527e-02,1.024669000180438161e-01,3.063489997293800116e-02,6.402509997133165598e-02,9.000004502013325691e-05,7.711399986874312162e-03,1.448455153114207761e+01,6.482279666620049952e-01,1.972292876823766861e+01,1.963732857139729404e+01,4.145114433093095130e+00,2.051952880705809612e+00,-1.097426344261404341e-01
1.800000000000000000e+01,2.087427543841027244e-01,5.829066374890367816e-03,1.598147068826503156e-03,9.671529274861934101e-04,2.307549031097204991e-03,5.743204597213775742e-01,2.914533187445184081e-02,7.990735344132516432e-03,4.835764637430966725e-03,1.153774515548602539e-02,1.552331773726013664e-01,9.744219999993219972e-02,2.877580001950263977e-02,5.678330000955611467e-02,8.959998376667499542e-05,1.178610004717484117e-02,4.276575821830720159e+00,6.724630103931936720e-01,1.857272382521507836e+01,1.832941533659824529e+01,3.684528628999963029e+00,3.953451775862975026e+00,5.047975531010012729e-02
1.900000000000000000e+01,1.455661586592492049e-02,9.699197971985449923e-04,5.401284367103127449e-05,4.307192049159978061e-05,1.882667338576115906e-04,3.063470361084892624e-02,4.849598985992725070e-03,2.700642183551563657e-04,2.153596024579988895e-04,9.413336692880579530e-04,8.280259389830981614e-03,1.123637999990023673e-01,3.375310002593323588e-02,6.995639996603131294e-02,1.105000264942646027e-04,8.538199996110051870e-03,4.636467920992741298e+00,2.852661341621663404e-01,2.099220951756371534e+01,1.965969825547362149e+01,1.547031465455455113e+00,3.000956801494241599e+00,-1.727839480102535963e-01
2.000000000000000000e+01,5.135946063617609358e-02,3.310108022304792102e-03,3.670433951013035647e-04,1.908522004235859121e-04,6.693089433151941554e-04,1.060819094361694082e-01,1.655054011152395921e-02,1.835216975506517769e-03,9.542610021179296145e-04,3.346544716575970777e-03,2.867289783045171708e-02,1.096456000232137740e-01,3.209280001465231180e-02,6.567749998066574335e-02,9.980006143450737000e-05,1.176640001358464360e-02,4.915812784880881026e+00,9.223506025234010641e-01,1.868711297591118026e+01,2.003627579389440783e+01,1.780589016310160089e+00,3.158246199948874899e+00,1.502340597462806793e-01
2.100000000000000000e+01,7.829066576311884129e-02,4.146022378721418017e-03,1.138782958917609238e-03,6.961194718764285912e-04,1.371427811958529424e-03,1.536456243997730287e-01,2.073011189360709008e-02,5.693914794588045974e-03,3.480597359382143173e-03,6.857139059792647338e-03,4.152890265574891299e-02,1.029958000290207565e-01,3.121200000168755651e-02,6.146290001925081015e-02,9.669997962191700935e-05,1.021789998048916459e-02,6.229940758124563160e+00,3.133639097810040908e-01,1.832795920999164707e+01,2.045241569273051141e+01,2.329035940308526342e+00,4.611773977150567028e+00,3.116559598080193005e-02
2.200000000000000000e+01,8.464576443136226369e-02,3.561861310320033926e-03,1.426409287087815336e-03,9.597305301760094328e-04,2.180961509702940802e-03,1.627915306178960297e-01,1.780930655160016876e-02,7.132046435439076681e-03,4.798652650880047381e-03,1.090480754851470488e-02,4.400095124492826165e-02,1.190766000072471797e-01,3.227560000959783792e-02,7.284320000326260924e-02,1.102000242099165916e-04,1.384119997965171933e-02,8.962066370867123766e+00,2.474754669724701928e-01,2.140949318319255923e+01,2.029371539702438909e+01,3.571733094506866824e+00,4.651383861629813765e+00,5.010888183095835169e-02
2.300000000000000000e+01,5.878047162750740144e-04,2.049594634916892296e-05,6.725135659274332018e-06,3.694805920572685387e-06,1.336569127871962872e-05,1.355568402323759298e-03,1.024797317458446148e-04,3.362567829637165670e-05,1.847402960286342736e-05,6.682845639359814361e-05,3.663968202363961720e-04,1.226643000263720751e-01,3.347970003960654140e-02,7.581949996529147029e-02,9.410001803189516068e-05,1.326209999388083816e-02,1.111431232739577268e+01,6.421826313615613957e-01,1.991343082915940954e+01,2.125837477026412969e+01,3.019321118272057181e+00,1.001688949661963868e+00,-2.353209344988778651e-01
2.400000000000000000e+01,3.869407637652851062e-02,1.275813053503377934e-03,2.659494154532867066e-04,1.558369349276068937e-04,4.740795807636598996e-04,1.029844369579483443e-01,6.379065267516889452e-03,1.329747077266433533e-03,7.791846746380344958e-04,2.370397903818299498e-03,2.783568145328885537e-02,1.348779000109061599e-01,4.169009998440742493e-02,7.773439999436959624e-02,1.514999894425272942e-04,1.529309997567906976e-02,1.497508978529850054e+01,1.625718874918512802e-01,1.891519901122534009e+01,2.160519442989215122e+01,4.858665178520828576e+00,3.721490729262038055e+00,-3.721098743977874213e-02
2.500000000000000000e+01,2.577608216983179323e-02,6.706321955041229807e-04,5.974340096505596342e-04,3.821809122900262680e-04,1.195120832523942616e-03,4.272905011897391858e-02,3.353160977520614795e-03,2.987170048252798388e-03,1.910904561450131340e-03,5.975604162619713514e-03,1.154924241998853650e-02,1.176859000115655363e-01,3.039989998796954751e-02,7.394469995051622391e-02,9.220006177201867104e-05,1.324309996562078595e-02,1.498757034659565335e+01,9.875338343861164159e-01,2.044151740603683720e+01,1.868164679258710237e+01,2.045398315876191475e+00,1.391944948321751419e+00,1.197032349780757787e-02
2.600000000000000000e+01,1.373529916512979399e-01,5.344072126865638712e-03,1.638604976450721380e-03,9.247533478305341786e-04,2.590917367801454964e-03,3.139635122189765593e-01,2.672036063432819269e-02,8.193024882253607116e-03,4.623766739152671001e-03,1.295458683900727395e-02,8.486125255655620203e-02,1.047694000299088657e-01,3.137490001972764730e-02,6.198659999063238502e-02,9.200000204145908356e-05,1.130979997105896473e-02,5.381475813889981197e+00,8.972300189139811311e-01,1.889702967093796460e+01,2.004655663342205330e+01,2.224995920716750675e+00,1.352061091998973286e+00,-2.000541315630735006e-01
2.700000000000000000e+01,3.987881011472692999e-02,2.524810251558319476e-03,3.306775822884316972e-04,2.057876784361885487e-04,8.542191127804626234e-04,7.510941533284885840e-02,1.262405125779159781e-02,1.653387911442158378e-03,1.028938392180942744e-03,4.271095563902312792e-03,2.030133698940991827e-02,1.133709999849088490e-01,3.141389996744692326e-02,6.856430001789703965e-02,8.679996244609355927e-05,1.330069999676197767e-02,4.108974106021341832e+00,6.496046671099163783e-01,2.195832899703025731e+01,1.804727983323876828e+01,2.528573063666402110e+00,1.996407743769011089e+00,-1.505618875807575863e-01
2.800000000000000000e+01,1.996659012767949479e-02,3.809237719088115265e-04,3.392838160196340910e-04,2.189899761884086724e-04,8.263174808012972369e-04,4.121132008159444915e-02,1.904618859544057741e-03,1.696419080098170509e-03,1.094949880942043281e-03,4.131587404006486185e-03,1.113901490308873664e-02,1.149150999845005572e-01,3.405580000253394246e-02,6.757610000204294920e-02,8.409994188696146011e-05,1.319219998549669981e-02,1.522798878922524146e+01,5.147986937981209599e-02,2.105796161012041168e+01,1.863849248253960766e+01,2.199592232349210086e+00,2.351530117650668217e+00,-7.350029934253551889e-02
2.900000000000000000e+01,1.071544801237509920e-01,2.334574325262813495e-03,1.684966387821979373e-03,1.149978257865603504e-03,3.116714672759082847e-03,2.431583463450399385e-01,1.167287162631406791e-02,8.424831939109896431e-03,5.749891289328017303e-03,1.558357336379541380e-02,6.572331190520359911e-02,1.347012000042013824e-01,3.578999999444931746e-02,8.709250000538304448e-02,8.349999552592635155e-05,1.173009997000917792e-02,5.868038753534674967e+00,9.738997016833537135e-01,2.161134775396922691e+01,2.018349366863965955e+01,1.706089303532399182e+00,2.464884532227669567e+00,2.049548086933905555e-01
3.000000000000000000e+01,4.972381880350945638e-02,2.290725804698493136e-03,1.104643650239081750e-03,6.633786596012430405e-04,1.675930418568119789e-03,7.788084107738170447e-02,1.145362902349246481e-02,5.523218251195408969e-03,3.316893298006215202e-03,8.379652092840599378e-03,2.105042613797477105e-02,1.079091000137850642e-01,3.795999998692423105e-02,6.128680001711472869e-02,9.549997048452496529e-05,8.548200014047324657e-03,7.542266483245324338e+00,3.624808043187384698e-01,2.033295955273281308e+01,2.102727916209626713e+01,1.787327348637209878e+00,2.696222696946812381e+00,-2.079408233505847248e-02
3.100000000000000000e+01,1.757884718130307486e-02,1.107143769149188236e-03,6.957479141029262787e-05,4.527511227376411387e-05,1.200331628103227670e-04,4.021127670104214513e-02,5.535718845745941398e-03,3.478739570514631529e-04,2.263755613688205829e-04,6.001658140516138214e-04,1.086871300308523726e-02,1.027754999813623726e-01,3.268920001573860645e-02,6.096499995328485966e-02,6.094000418670475483e-04,8.502300013788044453e-03,5.021142966727264678e+00,4.935515643402046404e-01,1.963843071756376801e+01,1.937503103977151753e+01,2.294236317498445032e+00,3.674416490962893800e+00,1.723887929634694283e-01
3.200000000000000000e+01,2.776707155271912475e-02,1.248144139450183248e-03,5.023325515821820296e-04,3.239744882676298177e-04,8.060167023936513821e-04,4.944586743023141051e-02,6.240720697250916674e-03,2.511662757910910256e-03,1.619872441338149035e-03,4.030083511968257128e-03,1.336473214425089318e-02,1.185691000428050756e-01,3.416759998071938753e-02,7.256870000855997205e-02,1.363999908789992332e-04,1.169050001772120595e-02,1.093860606971524874e+01,2.126960946904351002e-01,2.041356558066364002e+01,2.110228251551770029e+01,4.106887544952405378e+00,4.097227981282514087e+00,-1.531310369628310075e-01
3.300000000000000000e+01,2.424211131680896816e-02,8.546086014356422565e-04,4.687386691854240981e-04,2.874570507809178508e-04,6.358830303268283527e-04,4.812855137712148540e-02,4.273043007178210957e-03,2.343693345927120274e-03,1.437285253904589145e-03,3.179415151634141547e-03,1.300867455816490624e-02,1.112852999940514565e-01,3.239040001062676311e-02,6.801330001326277852e-02,1.960999798029661179e-04,1.067960000364109874e-02,1.264361367199117225e+01,8.574259989933374904e-01,1.932631210518491827e+01,1.993771903352744346e+01,3.884741624776027802e+00,2.166875699153330892e+00,-1.812076115847444102e-02
3.400000000000000000e+01,4.604577435831019167e-02,2.156031076497024520e-03,5.450441121171180608e-04,3.851742743680542725e-04,6.899773515382676093e-04,1.005017674772352293e-01,1.078015538248512303e-02,2.725220560585590521e-03,1.925871371840271254e-03,3.449886757691338155e-03,2.716464028570786740e-02,1.137645000126212835e-01,3.746010002214461565e-02,6.293710001045837998e-02,9.709998266771435738e-05,1.326440001139417291e-02,1.326949689879794292e+01,7.470906360138129809e-01,2.118502304082292298e+01,1.916442998187200430e+01,4.029894862419162394e+00,4.854551987280027348e+00,8.921491463304853653e-02
3.500000000000000000e+01,1.096666786173259092e-02,3.860971120873771538e-04,3.520581343369384199e-04,2.311015858750791862e-04,3.917838655247504352e-04,1.539628429981757841e-02,1.930485560436885715e-03,1.760290671684692099e-03,1.155507929375395931e-03,1.958919327623752284e-03,4.161464372611864242e-03,1.036915999720804393e-01,3.010870004072785378e-02,6.214170000748708844e-02,8.440000237897038460e-05,1.135089999297633767e-02,1.202668417923257849e+01,1.758979864221243139e-01,1.871125280551648018e+01,2.038193051046100734e+01,1.698951516511598037e+00,3.179433031606166082e+00,1.038851666615822067e-01
3.600000000000000000e+01,3.420793284570940174e-02,1.771207750994262991e-03,3.969537847851627643e-04,2.692558300901930169e-04,5.021491323053573364e-04,7.218205537404957794e-02,8.856038754971314736e-03,1.984768923925813930e-03,1.346279150450965193e-03,2.510745661526786465e-03,1.951010035483451838e-02,1.023253999883309007e-01,3.060389996971935034e-02,6.294159998651593924e-02,9.280000813305377960e-05,8.681699982844293118e-03,1.306738699140190541e+01,5.504497465769784270e-01,2.049792734782580084e+01,1.936680856664254335e+01,3.177423512522746130e+00,1.815004245020413576e+00,1.711163860284622973e-01
3.700000000000000000e+01,1.139228488787435989e-01,4.674659787461764478e-03,1.889846412671262327e-03,1.158726563179311676e-03,2.914996737240346889e-03,2.246907474566102181e-01,2.337329893730882152e-02,9.449232063356311634e-03,5.793632815896558597e-03,1.457498368620173401e-02,6.073170137598017659e-02,1.102360999793745577e-01,3.112320002401247621e-02,6.917700002668425441e-02,1.093999599106609821e-04,9.820500039495527744e-03,8.984946025960946159e+00,1.389402369520691682e-01,2.047973192926809816e+01,2.198863730372166714e+01,2.254015827342630729e+00,3.277134229562743695e+00,8.736255069952902907e-03
3.800000000000000000e+01,8.726339786033955603e-02,3.927919624136088500e-03,1.560166112788411406e-03,1.010489104389333814e-03,2.384970591360125510e-03,1.585173073710310077e-01,1.963959812068044250e-02,7.800830563942057032e-03,5.052445521946669071e-03,1.192485295680062798e-02,4.284567069696975511e-02,1.017140999902039766e-01,2.892730000894516706e-02,6.217869999818503857e-02,1.206999877467751503e-04,1.048080000327900052e-02,8.186007659782363888e+00,3.738086175288374835e-01,2.081984712103306734e+01,1.995723260576681213e+01,2.433857149539103482e+00,2.079425282087334459e+00,2.436433961347794774e-01
3.900000000000000000e+01,4.815279451874502660e-03,2.689076235178548932e-04,1.021427668534494803e-05,9.010446703851643201e-06,9.600766155180665977e-06,1.230756497408258023e-02,1.344538117589274412e-03,5.107138342672473675e-05,4.505223351925821261e-05,4.800383077590333327e-05,3.326613886563341803e-03,9.991589997662231326e-02,2.966469997772946954e-02,5.847980000544339418e-02,9.460002183914184570e-05,1.167129998793825507e-02,5.320045297988515109e+00,5.093625718579561923e-01,2.093052158712679045e+01,1.857771931265770249e+01,2.733534188209212790e+00,2.089558009952643403e+00,1.213895275095440707e-01
4.000000000000000000e+01,1.309644870311681697e-01,4.086006875644131522e-03,1.334677301124865536e-03,8.537018560228050532e-04,1.886839008783345109e-03,3.335613731966214357e-01,2.043003437822065588e-02,6.673386505624327898e-03,4.268509280114025049e-03,9.434195043916725545e-03,9.015836182329244053e-02,1.053912999923340976e-01,2.930570003809407353e-02,6.584359996486455202e-02,4.668000037781894207e-04,9.767599985934793949e-03,1.479868567916562228e+01,8.117513536809785324e-02,2.087847035369783910e+01,2.015240831218642370e+01,4.824571867621344268e+00,1.012171615795910196e+00,1.054076076782343718e-01
4.100000000000000000e+01,1.402789930299508103e-01,4.685709170074651118e-03,1.686486199263891039e-03,1.053396780926534656e-03,2.563778566524925993e-03,3.342043030512593105e-01,2.342854585037325646e-02,8.432430996319455196e-03,5.266983904632673713e-03,1.281889283262463083e-02,9.033213944600078371e-02,1.113333000103011727e-01,3.176959999836981297e-02,6.808640004601329565e-02,8.640001760795712471e-05,1.138490001903846860e-02,1.280394629427565079e+01,1.758227994780503789e-01,2.020098741666511444e+01,2.190711026217581292e+01,3.663643242105347753e+00,1.657582160992501663e+00,9.970285702145242901e-02
4.200000000000000000e+01,1.368746536820137083e-01,4.325540577030045387e-03,1.678141772865593103e-03,1.010735091802141645e-03,2.712608121985353275e-03,3.264622029731296116e-01,2.162770288515022607e-02,8.390708864327965297e-03,5.053675459010708443e-03,1.356304060992676724e-02,8.823952586359805339e-02,1.018670999910682440e-01,3.317420004168525338e-02,5.817500001285225153e-02,8.509994950145483017e-05,1.042780000716447830e-02,1.009877665448319561e+01,8.018329991989102679e-01,1.898357617579801726e+01,1.832346449649725884e+01,2.685576988258753683e+00,2.512632152724632029e+00,2.767676547505759643e-02
4.300000000000000000e+01,1.060407408612398794e-01,3.687498835050991453e-03,1.112659474738087384e-03,6.787125439437326560e-04,1.606803428917365781e-03,2.612465271263756939e-01,1.843749417525495857e-02,5.563297373690437135e-03,3.393562719718663280e-03,8.034017144586829556e-03,7.061236944798898740e-02,9.765809995587915182e-02,2.807459997711703181e-02,6.002450000960379839e-02,2.385000116191804409e-04,9.313600021414458752e-03,8.472855317332012248e+00,6.200040132840171081e-01,1.874468097311536141e+01,1.892130829024063843e+01,4.798403330128298450e+00,2.959135190028648221e+00,8.478198998972874545e-02
4.400000000000000000e+01,4.972658239684402993e-03,2.573594296132867046e-04,5.595249465832593313e-05,3.714979132131293951e-05,2.927306914362659741e-05,1.137290439726559160e-02,1.286797148066433577e-03,2.797624732916296521e-04,1.857489566065646976e-04,1.463653457181329938e-04,3.073984316001642479e-03,1.266770999645814300e-01,3.561710001667961478e-02,7.952430000295862556e-02,9.189994307234883308e-05,1.143859996227547526e-02,5.159794298558428416e+00,5.479815195434205588e-01,2.148853331297380365e+01,1.842736337390914159e+01,3.774790917964450543e+00,2.275771752787612456e+00,4.243444741463442416e-02
4.500000000000000000e+01,1.666036500895100858e-01,5.672343466604321850e-03,2.158395162874764475e-03,1.462310933355758652e-03,3.305092755243186058e-03,3.833396409136464178e-01,2.836171733302160838e-02,1.079197581437382238e-02,7.311554666778793260e-03,1.652546377621592899e-02,1.036129384991199415e-01,1.620019999681971967e-01,3.392529999837279320e-02,7.037709996802732348e-02,2.556000254116952419e-04,5.743119999533519149e-02,9.575240861435005968e+00,6.302115702366979377e-01,2.166341494321246941e+01,2.143496846665843947e+01,2.839768824348805065e+00,2.262936620432944856e+00,1.422566681412212319e-01
4.600000000000000000e+01,1.487960337932560384e-01,3.977850879490749114e-03,1.674460339320317081e-03,1.018103423044263703e-03,2.620013448180536116e-03,3.786445196144376801e-01,1.988925439745374557e-02,8.372301696601585838e-03,5.090517115221318729e-03,1.310006724090267971e-02,1.023438933430766973e-01,9.888360003242269158e-02,2.991250000195577741e-02,5.801089998567476869e-02,8.170004002749919891e-05,1.087300002109259367e-02,1.253090663385602710e+01,4.789612649136499867e-01,1.905914037442497388e+01,1.840644476305805100e+01,3.330180866347502544e+00,1.085457120966692557e+00,-1.829273046303481198e-01
4.700000000000000000e+01,2.258220429468849738e-02,5.543987377670932942e-04,6.007840646837032039e-04,3.890564353190988393e-04,1.038602497157817099e-03,3.576894954461818515e-02,2.771993688835466471e-03,3.003920323418516128e-03,1.945282176595494305e-03,5.193012485789085496e-03,9.667995620049935415e-03,1.055770000093616545e-01,3.502139996271580458e-02,6.108959997072815895e-02,8.290004916489124298e-05,9.377199981827288866e-03,1.412992976687280411e+01,1.509613881840188646e-02,1.977927371832761949e+01,1.938211297691305290e+01,1.485886846525245275e+00,1.195095378389201990e+00,2.722983612941326514e-02
