evaluation,objective,C 1s_raw,La 4d_raw,O 1s_raw,Ti 2p_raw,reflectivity_raw,C 1s_weighted,La 4d_weighted,O 1s_weighted,Ti 2p_weighted,reflectivity_weighted,objective_total_seconds,reflectivity_simulation_seconds,rocking_curve_simulation_seconds,scoring_seconds,stack_seconds,carbon_thickness,carbon_roughness_fraction,lno_thickness,sto_thickness,superlattice_roughness,substrate_roughness,angle_offset
3.100000000000000000e+01,1.945411449547320912e-02,5.741422737341377123e-04,1.794902875752924681e-04,1.289815359410721111e-04,2.122970258862413016e-04,5.172055882919677355e-02,2.870711368670688345e-03,8.974514378764623674e-04,6.449076797053605826e-04,1.061485129431206454e-03,1.397955887978949083e-02,1.166973999934270978e-01,3.748790000099688768e-02,6.834070000331848860e-02,8.650001836940646172e-05,1.077639998402446508e-02,1.179835987249124685e+01,1.299265755440705550e-01,2.086478392623478229e+01,1.819816977657399804e+01,4.572430460816100606e+00,4.062111673231070696e+00,2.500000000000000000e-01
3.200000000000000000e+01,1.075047126245232271e-01,4.282156358846115653e-03,9.932274906371101053e-04,7.355571553032523189e-04,1.223032101151752104e-03,2.639194975654036157e-01,2.141078179423057740e-02,4.966137453185550527e-03,3.677785776516261703e-03,6.115160505758760953e-03,7.133484709483207953e-02,1.414550000336021185e-01,4.521949996706098318e-02,8.406179997837170959e-02,1.047000405378639698e-04,1.205720001598820090e-02,1.563437226247441814e+01,1.015274391948919608e-01,2.200000000000000000e+01,1.800000000000000000e+01,2.462135479518939185e+00,2.835862253625482943e+00,2.500000000000000000e-01
3.300000000000000000e+01,8.252542112994924045e-03,3.015318357588607284e-04,1.709196180188239504e-04,9.579125548432296559e-05,3.211727049152103444e-04,1.407918377649163173e-02,1.507659178794303750e-03,8.545980900941196976e-04,4.789562774216148144e-04,1.605863524576051776e-03,3.805465042108833844e-03,1.007091000210493803e-01,3.189580002799630165e-02,6.034219998400658369e-02,1.028000260703265667e-04,8.362099993973970413e-03,9.388471248241806677e+00,7.201913050177771725e-02,1.941406260180120924e+01,2.104522558642394614e+01,3.213458288841101407e+00,3.897072658475400964e+00,-2.808260869676532101e-03
3.400000000000000000e+01,9.699164921625837155e-02,4.904704493098648900e-03,1.018717371429970044e-03,6.482381030198979335e-04,1.617152559245530917e-03,2.073607990059400663e-01,2.452352246549324363e-02,5.093586857149850003e-03,3.241190515099489668e-03,8.085762796227654800e-03,5.604758658228813778e-02,9.098209999501705170e-02,2.997500001220032573e-02,5.345299997134134173e-02,9.809999028220772743e-05,7.450199977029114962e-03,4.000000000000000000e+00,9.546525446567285522e-01,2.100670357917182329e+01,1.866510008372746299e+01,3.790082022423275188e+00,1.843645920775041303e+00,-2.500000000000000000e-01
3.500000000000000000e+01,3.212694932484211254e-03,1.522563145542066840e-04,6.040461454812172116e-05,2.937300658215171904e-05,1.098436729609388312e-04,5.376839506099747625e-03,7.612815727710334473e-04,3.020230727406086261e-04,1.468650329107586020e-04,5.492183648046941287e-04,1.453306889257116640e-03,9.350419999100267887e-02,2.817990002222359180e-02,5.505259998608380556e-02,9.500002488493919373e-05,1.017129997489973903e-02,1.009814884425019699e+01,6.324702170169480553e-01,1.939316738694159170e+01,2.066902608490348925e+01,2.740120144858814388e+00,1.337765592697865324e+00,4.374927816917006940e-02
3.600000000000000000e+01,6.776468079236852571e-02,2.558019455877165796e-03,4.833469157242858451e-04,3.503550495420561153e-04,5.937461496349819533e-04,1.769851345780926177e-01,1.279009727938582898e-02,2.416734578621429225e-03,1.751775247710280576e-03,2.968730748174909766e-03,4.783734293847607261e-02,9.591900004306808114e-02,3.179460001410916448e-02,5.505569995148107409e-02,8.880003588274121284e-05,8.973499992862343788e-03,1.600000000000000000e+01,3.811826805731093337e-01,2.200000000000000000e+01,1.988897678565492555e+01,4.469407284974289851e+00,4.638282061098218279e+00,-2.500000000000000000e-01
3.700000000000000000e+01,1.521489179865600713e-02,3.744934473435947782e-04,4.138381055254478406e-04,2.701666424115160337e-04,4.647416220725568924e-04,2.811309260970298873e-02,1.872467236717973837e-03,2.069190527627239040e-03,1.350833212057580114e-03,2.323708110362784299e-03,7.598692711890429191e-03,1.164748999872244895e-01,3.067579999333247542e-02,7.593799999449402094e-02,3.983000060543417931e-04,9.453299979213625193e-03,1.600000000000000000e+01,8.407296806797903699e-01,1.930646919476150103e+01,2.123942222352436104e+01,2.839158026942067536e+00,4.470195586605777649e+00,-2.500000000000000000e-01
3.800000000000000000e+01,7.296000686272947899e-02,3.850509411706630816e-03,1.169883707409709837e-03,7.677034472377649481e-04,2.168342252566573310e-03,1.227488672463591252e-01,1.925254705853315235e-02,5.849418537048549187e-03,3.838517236188824632e-03,1.084171126283286699e-02,3.317781276812608454e-02,9.782369999447837472e-02,3.195879998384043574e-02,5.286250001518055797e-02,7.809995440766215324e-05,1.291849999688565731e-02,7.189597630958936669e+00,4.386484894945115176e-01,2.065882085589278461e+01,1.908846768239428471e+01,1.000000000000000000e+00,4.807779929441440281e+00,-2.030896926957047599e-01
3.900000000000000000e+01,2.436008201383940350e-02,6.815275006560886579e-04,5.409743907801094990e-04,3.354385877206707105e-04,8.771055986423216804e-04,4.508063099178702404e-02,3.407637503280443181e-03,2.704871953900547278e-03,1.677192938603353552e-03,4.385527993211608619e-03,1.218485162484345130e-02,1.155434999964199960e-01,3.835129999788478017e-02,6.475670001236721873e-02,1.010000705718994141e-04,1.232810004148632288e-02,6.111477934527831835e+00,4.454128328527540148e-01,1.987528493047484801e+01,2.036243076500465676e+01,3.786317371282904798e+00,2.050526669503383914e+00,1.277398784997744174e-01
4.000000000000000000e+01,1.326367613656501479e-02,2.760242075143421207e-04,1.319701768913684949e-04,5.994828411697009958e-05,3.286201477079013652e-04,3.433666083817302900e-02,1.380121037571710712e-03,6.598508844568424202e-04,2.997414205848504911e-04,1.643100738539506880e-03,9.280862055412104558e-03,9.193329996196553111e-02,2.924699999857693911e-02,5.382909998297691345e-02,1.008000108413398266e-04,8.750200038775801659e-03,4.000000000000000000e+00,0.000000000000000000e+00,2.078654369061757379e+01,1.890671666977635468e+01,5.000000000000000000e+00,5.000000000000000000e+00,1.001829172961347658e-01
4.100000000000000000e+01,5.808084133992133524e-02,2.480332291204518421e-03,5.457733446762181705e-04,3.373011345359955998e-04,8.913369562689608862e-04,1.361763251361830795e-01,1.240166145602259254e-02,2.728866723381091070e-03,1.686505672679977945e-03,4.456684781344804648e-03,3.680712270649286882e-02,1.020957000437192619e-01,2.926219999790191650e-02,6.334779999451711774e-02,1.068999990820884705e-04,9.372100001201033592e-03,1.560855497844072204e+01,1.927146326756381534e-01,2.004921711146284125e+01,2.200000000000000000e+01,4.001299595907372719e+00,3.746625204295934708e+00,-2.500000000000000000e-01
4.200000000000000000e+01,1.327555186952744312e-03,7.654670888665515498e-05,1.075468624401424645e-05,7.543735656957526744e-06,9.130332737306766662e-06,2.988188047622579186e-03,3.827335444332757614e-04,5.377343122007123566e-05,3.771867828478763711e-05,4.565166368653383162e-05,8.076778693280758058e-04,1.087560000014491379e-01,3.582910000113770366e-02,6.286529998760670424e-02,8.490000618621706963e-05,9.970099956262856722e-03,9.433810966659581965e+00,5.419823106397967383e-01,1.994820097888070620e+01,2.052410613746973311e+01,3.104203903111423468e+00,1.752156181291969927e+00,-1.218303875729348784e-01
4.300000000000000000e+01,1.510810902235364683e-01,4.849482219035120348e-03,1.674397864630973367e-03,1.046066153136203164e-03,2.502479639118588943e-03,3.726327121147756660e-01,2.424741109517560000e-02,8.371989323154867269e-03,5.230330765681016035e-03,1.251239819559294558e-02,1.007189608439320316e-01,9.966190002160146832e-02,2.862500003539025784e-02,5.934170004911720753e-02,3.760000690817832947e-04,1.130899996496737003e-02,1.401709818854741307e+01,1.017806499058453024e-01,2.011361856222936240e+01,2.105536265929801232e+01,3.203740160807887705e+00,1.185389890361280285e+00,2.500000000000000000e-01
4.400000000000000000e+01,1.196124357558635276e-02,1.793945171180720609e-04,3.686992921175451612e-04,2.382745485653908009e-04,3.515149179800552883e-04,2.320405173595738516e-02,8.969725855903602774e-04,1.843496460587725752e-03,1.191372742826954031e-03,1.757574589900276442e-03,6.271827196681035825e-03,9.268850000808015466e-02,3.094259998761117458e-02,5.387230002088472247e-02,8.049997268244624138e-05,7.787599985022097826e-03,1.600000000000000000e+01,4.990921608383636632e-01,1.800000000000000000e+01,2.050586246741844576e+01,1.220141477329341972e+00,2.059853942006756533e+00,2.500000000000000000e-01
4.500000000000000000e+01,2.543433326106879500e-02,6.635026869878876427e-04,7.110489005432709623e-04,4.370414121555643897e-04,1.128842874063966948e-03,3.970604519960701378e-02,3.317513434939437997e-03,3.555244502716354595e-03,2.185207060777821786e-03,5.644214370319834521e-03,1.073215389231534783e-02,1.011233999743126333e-01,3.148720000172033906e-02,5.968280002707615495e-02,8.639995940029621124e-05,9.860899997875094414e-03,4.000000000000000000e+00,3.027943549325242123e-01,2.200000000000000000e+01,2.013524824391897283e+01,5.000000000000000000e+00,2.455192257675968825e+00,-2.500000000000000000e-01
4.600000000000000000e+01,4.444761003021623080e-02,5.926297134612186056e-04,9.737241776405252043e-05,6.031097155138213440e-05,2.049543324797519308e-04,1.467729002835258256e-01,2.963148567306093245e-03,4.868620888202625750e-04,3.015548577569106855e-04,1.024771662398759600e-03,3.967127285393420161e-02,9.886580001330003142e-02,3.226549999089911580e-02,5.498339998302981257e-02,8.050003089010715485e-05,1.153019996127113700e-02,1.600000000000000000e+01,1.545966050493030319e-01,1.876643872573427529e+01,1.970432950198626187e+01,5.000000000000000000e+00,1.680541818581743563e+00,2.500000000000000000e-01
4.700000000000000000e+01,1.091481419954771701e-02,1.960279600370508997e-04,2.637680733097936192e-04,1.452444435317146859e-04,4.672507475178697611e-04,2.054591175731364239e-02,9.801398001852545255e-04,1.318840366548968204e-03,7.262222176585734568e-04,2.336253737589348914e-03,5.553358077565571579e-03,9.722270001657307148e-02,2.949670003727078438e-02,5.823720002081245184e-02,8.489994797855615616e-05,9.397300018463283777e-03,4.000000000000000000e+00,0.000000000000000000e+00,2.200000000000000000e+01,1.860227122045389336e+01,5.000000000000000000e+00,5.000000000000000000e+00,-5.187772320483069466e-02
