evaluation,objective,C 1s_raw,La 4d_raw,O 1s_raw,Ti 2p_raw,reflectivity_raw,C 1s_weighted,La 4d_weighted,O 1s_weighted,Ti 2p_weighted,reflectivity_weighted,objective_total_seconds,reflectivity_simulation_seconds,rocking_curve_simulation_seconds,scoring_seconds,stack_seconds,carbon_thickness,carbon_roughness_fraction,lno_thickness,sto_thickness,superlattice_roughness,substrate_roughness,angle_offset
1.100000000000000000e+01,8.811595130914526286e-02,3.650121761111755746e-03,1.026252731340947071e-03,7.210884382512277799e-04,1.364871234973711201e-03,2.009110414308360182e-01,1.825060880555877743e-02,5.131263656704735353e-03,3.605442191256138899e-03,6.824356174868555572e-03,5.430428048075706254e-02,1.745064000133424997e-01,4.909169999882578850e-02,1.059661000035703182e-01,1.686000614427030087e-04,1.926940004341304302e-02,1.366757796546075809e+01,4.420947209629855212e-01,2.152666618743796789e+01,1.876860921373357982e+01,3.712374672719197299e+00,4.224328285653514925e+00,2.079505375512897269e-01
1.200000000000000000e+01,2.639577155661748317e-02,1.131422719755122239e-03,5.211539622408734636e-04,3.309666703832004242e-04,9.863490504635349064e-04,4.271819927103492898e-02,5.657113598775610763e-03,2.605769811204367535e-03,1.654833351916002067e-03,4.931745252317674966e-03,1.154630954240382784e-02,1.702235999982804060e-01,4.981989995576441288e-02,9.873850003350526094e-02,1.550999586470425129e-04,2.149930002633482218e-02,1.099351832428683373e+01,5.070136967213589863e-01,2.065935622958749107e+01,1.900020136534080706e+01,2.457015028598027229e+00,2.769319487614394060e+00,-9.947012415092856830e-02
1.300000000000000000e+01,5.457915229541381030e-02,2.155919687400152055e-03,1.101264893491058936e-03,6.637378302316014221e-04,1.722966158820722236e-03,9.752374268959698722e-02,1.077959843700075984e-02,5.506324467455294899e-03,3.318689151158007219e-03,8.614830794103611397e-03,2.635970944569613825e-02,2.213438999606296420e-01,9.525509999366477132e-02,1.086502000107429922e-01,1.397000160068273544e-04,1.728789997287094593e-02,7.785832143771648006e+00,3.982158401061120651e-02,1.923593393194766321e+01,2.121948740823962964e+01,4.098028224092324479e+00,1.803095487890095550e+00,1.979483065865128566e-01
1.400000000000000000e+01,1.707379792911470906e-01,5.919879204012364581e-03,1.884707753404972963e-03,1.110928672908666247e-03,3.030115389427821913e-03,4.107061025409932675e-01,2.959939602006182377e-02,9.423538767024864163e-03,5.554643364543331019e-03,1.515057694713910913e-02,1.110098241923779538e-01,1.627534000435844064e-01,4.882229998474940658e-02,8.983820001594722271e-02,1.425000373274087906e-04,2.393889997620135546e-02,5.718365955658042843e+00,1.938942417023165610e-01,1.853401773773894590e+01,1.828266606694638696e+01,1.898465996498438946e+00,1.509409643152618496e+00,1.703810282436721835e-01
1.500000000000000000e+01,5.352804151782038916e-02,2.338869394207178983e-03,6.510882880981981547e-04,4.099189765540112141e-04,9.294551622744702665e-04,1.179524281690789850e-01,1.169434697103589535e-02,3.255441440490990882e-03,2.049594882770055908e-03,4.647275811372351441e-03,3.188138241215109775e-02,1.674266000045463443e-01,4.601600003661587834e-02,9.979099995689466596e-02,1.934000174514949322e-04,2.141620003385469317e-02,9.131757255231203629e+00,1.397213931749066440e-01,1.871506716061131925e+01,1.975044628973483896e+01,4.758908341474594295e+00,3.624673024345725914e+00,7.916420888098762987e-02
1.600000000000000000e+01,4.804869280634700701e-02,1.519331959568227895e-03,9.718535222495052047e-04,6.016196026323973947e-04,1.717934900451450553e-03,8.877493572028970215e-02,7.596659797841139039e-03,4.859267611247526132e-03,3.008098013161986974e-03,8.589674502257253416e-03,2.399499288183910145e-02,1.696961999987252057e-01,4.827959998510777950e-02,1.006650000344961882e-01,1.449999981559813023e-04,2.059570001438260078e-02,1.503348656841829190e+01,2.113646827877673773e-01,2.026121600903781683e+01,1.853928973749744102e+01,2.996237543129481207e+00,1.794449967708800164e+00,-2.296351183752265435e-02
1.700000000000000000e+01,2.944240525536965733e-02,1.080940504599161136e-03,7.529608681357726071e-05,5.827966317099689297e-05,3.832248863293849018e-05,8.575306730216911144e-02,5.404702522995805461e-03,3.764804340678862900e-04,2.913983158549844784e-04,1.916124431646924644e-04,2.317821153928628988e-02,1.671367000089958310e-01,4.570389998843893409e-02,1.015764999901875854e-01,1.553999609313905239e-04,1.969009998720139265e-02,1.491037330979087550e+01,7.522102688922029101e-02,2.069898504496565650e+01,1.855115643497954281e+01,3.193251992874641232e+00,1.179838047209948559e+00,2.088561860991973163e-01
1.800000000000000000e+01,9.270877563291091139e-02,3.976895167014988033e-03,1.351315891085971355e-03,7.799302323175776866e-04,2.076412833955088282e-03,1.915941083502235298e-01,1.988447583507493843e-02,6.756579455429856558e-03,3.899651161587888541e-03,1.038206416977544184e-02,5.178600501104278081e-02,1.745205000042915344e-01,4.972239997005090117e-02,1.024831999675370753e-01,1.364999916404485703e-04,2.216860000044107437e-02,1.347245950856433794e+01,9.007319686817857329e-01,1.896782857411416501e+01,2.180213409466790964e+01,3.495430842888511247e+00,4.319457039009714450e+00,1.958306862068263654e-01
1.900000000000000000e+01,1.335762197137268237e-01,3.773709542097708394e-03,1.301106463946862706e-03,8.003273156610285488e-04,1.891007102589280708e-03,3.505324146879402747e-01,1.886854771048854240e-02,6.505532319734313312e-03,4.001636578305142744e-03,9.455035512946402890e-03,9.474546759225241366e-02,1.815274999826215208e-01,4.600039997603744268e-02,1.168967999983578920e-01,1.543000107631087303e-04,1.846589997876435518e-02,1.071210982618548968e+01,7.611245098356108629e-01,1.906791816776659587e+01,1.899677431436274233e+01,4.934084555849279852e+00,1.336540010973231940e+00,-2.215503032773125658e-01
2.000000000000000000e+01,1.472874722528843411e-02,9.391361171708425019e-04,8.152226292595839965e-05,5.678056127306486516e-05,3.063111572901616644e-04,2.889485990982270172e-02,4.695680585854212184e-03,4.076113146297919983e-04,2.839028063653243326e-04,1.531555786450808322e-03,7.809996731988297705e-03,1.741057000472210348e-01,4.881060001207515597e-02,1.015400000032968819e-01,1.710000797174870968e-04,2.357159997336566448e-02,5.067463068176642160e+00,2.612062263816335439e-01,2.071209968258172296e+01,1.862498698821424270e+01,1.377316470648865643e+00,3.288336144611152534e+00,9.351885781149993360e-02
2.100000000000000000e+01,9.209056326480016819e-02,3.788526098121249800e-03,1.814178331023524838e-03,1.127102041270288887e-03,2.882444720339147337e-03,1.628964403362601898e-01,1.894263049060624857e-02,9.070891655117624408e-03,5.635510206351444437e-03,1.441222360169573669e-02,4.402930731102911582e-02,1.821913000312633812e-01,5.433770001400262117e-02,1.047705999808385968e-01,1.667000469751656055e-04,2.290499996161088347e-02,4.072466413040038091e+00,1.724422981873108621e-02,2.073624123722005663e+01,2.102784306987405571e+01,1.360275951259154237e+00,4.525556994631262597e+00,8.416191298065789361e-02
2.200000000000000000e+01,1.840852277990295480e-02,6.562361712556177970e-04,3.623873781679293020e-04,1.982610190086937394e-04,7.215755475923885500e-04,3.224764722038574172e-02,3.281180856278089093e-03,1.811936890839646510e-03,9.913050950434688056e-04,3.607877737961942641e-03,8.716222199779806445e-03,1.820257999934256077e-01,5.352790001779794693e-02,1.065246000071056187e-01,1.894999877549707890e-04,2.177020005183294415e-02,9.461248644230558114e+00,6.947135957193246725e-01,1.863597290986917088e+01,2.178050951389865020e+01,3.752077645477104539e+00,2.346835831816171947e+00,5.328425958790988792e-02
2.300000000000000000e+01,2.810640034122644654e-02,9.080085097994244339e-04,5.695397472051732737e-05,3.846368183560701869e-05,4.411877257946727918e-05,8.460786883864036823e-02,4.540042548997122278e-03,2.847698736025866301e-04,1.923184091780350935e-04,2.205938628973363959e-04,2.286867564655136603e-02,1.791455000056885183e-01,5.648540001129731536e-02,1.039265000144951046e-01,1.554000191390514374e-04,1.856679999036714435e-02,1.592826995792592015e+01,6.877620918432724162e-01,2.168002512330234310e+01,1.885636860664868308e+01,4.407770718289065748e+00,3.472617229330539956e+00,-1.350426799661636756e-01
2.400000000000000000e+01,1.752787931100412838e-02,7.055124330497765297e-04,8.524557213936104593e-06,5.708932946243355491e-06,7.678128879179286020e-06,5.139202365643059239e-02,3.527562165248882865e-03,4.262278606968052466e-05,2.854466473121677661e-05,3.839064439589642841e-05,1.389075905055845057e-02,1.649740999564528465e-01,4.941279999911785126e-02,9.779939998406916857e-02,1.689000055193901062e-04,1.758159999735653400e-02,1.595132312630481408e+01,1.913110110988763268e-01,2.021676151697983315e+01,2.053495477624021248e+01,2.904071229134965293e+00,2.159970674764577936e+00,-1.440442782342496175e-01
2.500000000000000000e+01,2.403448404981439745e-02,1.337164189183397090e-03,4.043212194567384469e-04,2.474261131490890827e-04,5.404666562625367980e-04,4.213099190012658396e-02,6.685820945916985669e-03,2.021606097283692397e-03,1.237130565745445413e-03,2.702333281312683990e-03,1.138759315955559064e-02,1.708219999563880265e-01,5.023069999879226089e-02,1.019897999940440059e-01,1.776999561116099358e-04,1.841289998264983296e-02,1.130781275537982644e+01,4.388528815995668131e-01,2.018663736494374561e+01,1.955929720969900387e+01,1.514102117204627618e+00,4.444295203221118484e+00,1.962629204926091275e-01
2.600000000000000000e+01,8.419724112800064386e-02,3.736661198737268458e-03,1.664921984374276732e-03,1.120738876259306680e-03,2.621514854257932757e-03,1.423583251124156956e-01,1.868330599368634229e-02,8.324609921871383225e-03,5.603694381296533619e-03,1.310757427128966465e-02,3.847805655985671314e-02,1.818398000323213637e-01,5.043969996040686965e-02,1.033271999913267791e-01,1.458000042475759983e-04,2.791639999486505985e-02,4.968883076261306542e+00,3.455066804843699990e-01,2.160050489230340887e+01,1.962976684588787180e+01,1.194974414360327586e+00,1.764437618993612622e+00,1.489732980328490330e-01
2.700000000000000000e+01,1.774689585151054128e-01,3.920652794129735226e-03,2.076672613565971794e-03,1.224200761999606367e-03,3.185639649407972368e-03,4.640684019475867506e-01,1.960326397064867526e-02,1.038336306782985941e-02,6.121003809998032050e-03,1.592819824703986184e-02,1.254331294195889790e-01,1.514407000504434109e-01,4.526809998787939548e-02,8.922739996341988444e-02,1.833000569604337215e-04,1.675099995918571949e-02,1.577339508419517600e+01,2.899433792195716536e-02,1.822722854790374569e+01,1.854568747158243980e+01,2.327047717806334681e+00,4.395855373299075275e+00,-1.947767022304591755e-01
2.800000000000000000e+01,2.679234787711963755e-03,1.414007543352521616e-04,3.803445450975646635e-05,2.285997922555679034e-05,3.758347075528914330e-05,5.475010312191090460e-03,7.070037716762607536e-04,1.901722725487823250e-04,1.142998961277839551e-04,1.879173537764457030e-04,1.479841493582690964e-03,1.737080000457353890e-01,4.879369999980553985e-02,1.091963000362738967e-01,1.505000400356948376e-04,1.555740000912919641e-02,7.504668691889517795e+00,6.764573766600510130e-01,2.129354843484059145e+01,1.909144629108300251e+01,4.240964061148604358e+00,3.818697756885691685e+00,-9.208542359847507464e-02
2.900000000000000000e+01,1.255683332581255529e-01,4.339807857059351653e-03,1.670861705530032448e-03,1.076887943230188946e-03,2.572465453010782440e-03,2.858713549589028680e-01,2.169903928529675827e-02,8.354308527650162672e-03,5.384439716150944515e-03,1.286232726505391263e-02,7.726821846397377569e-02,1.795762999681755900e-01,5.040770000778138638e-02,1.117171000223606825e-01,1.544999540783464909e-04,1.728690002346411347e-02,1.026948386383034340e+01,2.631827074985188530e-01,2.072218030215007190e+01,2.168121759673741877e+01,4.067034159028582785e+00,2.309900381318671592e+00,7.618248550428380339e-02
3.000000000000000000e+01,2.308228548722658993e-02,1.330759113545321518e-03,1.561156965805173534e-04,9.453589459525119163e-05,1.992210583315700114e-04,5.245890528378056167e-02,6.653795567726607588e-03,7.805784829025867125e-04,4.726794729762559717e-04,9.961052916578499485e-04,1.417912667196328906e-02,1.709767999709583819e-01,4.912989999866113067e-02,1.053365000407211483e-01,1.667999895289540291e-04,1.633379998384043574e-02,1.563647990991052872e+01,6.665092100319819357e-01,2.029879013210204164e+01,2.042801121994735780e+01,2.109247486887850798e+00,2.577607116902594697e+00,-7.258179653792976027e-02
3.100000000000000000e+01,5.041991050027391785e-02,3.047090136198592897e-03,4.926325695041057755e-04,3.061971774348361611e-04,8.966011025557594745e-04,9.880975364630403823e-02,1.523545068099296448e-02,2.463162847520529095e-03,1.530985887174180805e-03,4.483005512778797698e-03,2.670730557180744230e-02,1.610805000527761877e-01,4.725030000554397702e-02,9.535660000983625650e-02,1.426999806426465511e-04,1.832059997832402587e-02,4.136924444992244432e+00,6.041280287511664737e-02,1.979631911930063026e+01,1.844632860977599975e+01,2.137821142962576637e+00,1.791440297119454295e+00,2.415156245652375633e-01
3.200000000000000000e+01,1.376309305504050048e-02,9.134042558573958557e-04,1.365376531440237432e-05,5.845899790392279264e-06,5.367019302631545095e-05,3.266941721427786549e-02,4.567021279286979062e-03,6.826882657201187668e-05,2.922949895196139632e-05,2.683509651315772412e-04,8.830222485097970891e-03,1.788429999724030495e-01,5.204340000636875629e-02,1.019984000013209879e-01,1.708999625407159328e-04,2.461829996900632977e-02,4.000000000000000000e+00,9.019881356451123766e-01,2.146867795731298756e+01,1.964780158192509418e+01,4.497854001628782683e+00,4.164987839994896746e+00,-2.500000000000000000e-01
3.300000000000000000e+01,7.556727407331326717e-03,1.419636303160542567e-04,3.047870946242456754e-05,1.309953339861446134e-05,2.096078236572756039e-04,2.064810136012846034e-02,7.098181515802713107e-04,1.523935473121228309e-04,6.549766699307230501e-05,1.048039118286378047e-03,5.580978923159482345e-03,1.647693000268191099e-01,4.878250003093853593e-02,9.872370003722608089e-02,1.727999770082533360e-04,1.707990001887083054e-02,9.147959940778079613e+00,0.000000000000000000e+00,1.800000000000000000e+01,2.200000000000000000e+01,4.923279792651504394e+00,3.640594049039855840e+00,-3.198927800613629580e-02
3.400000000000000000e+01,4.248523961105223762e-02,1.868347989646203765e-03,7.201030466928164293e-04,4.679596478247348250e-04,7.689178530484422520e-04,8.642044407946991580e-02,9.341739948231019691e-03,3.600515233464082147e-03,2.339798239123674125e-03,3.844589265242211260e-03,2.335859692499124909e-02,1.629580000299029052e-01,5.347859999164938927e-02,9.147549996851012111e-02,1.600999967195093632e-04,1.783339999383315444e-02,1.140229957289316509e+01,1.000000000000000000e+00,1.800000000000000000e+01,2.200000000000000000e+01,4.141243026766938229e+00,1.165812046710872130e+00,-2.224157064138000683e-01
3.500000000000000000e+01,1.657347885658007683e-02,3.603608946197104507e-04,9.649215027498216589e-05,4.379216808932774536e-05,2.720643117733997159e-04,4.702328247217293228e-02,1.801804473098552253e-03,4.824607513749108430e-04,2.189608404466387200e-04,1.360321558866998525e-03,1.270993123279297657e-02,1.618230000021867454e-01,4.644970002118498087e-02,9.589300001971423626e-02,1.618000096641480923e-04,1.930819998960942030e-02,4.000000000000000000e+00,1.000000000000000000e+00,2.089375428705437798e+01,1.800000000000000000e+01,5.000000000000000000e+00,3.671615563124375203e+00,2.500000000000000000e-01
3.600000000000000000e+01,5.289580681680497096e-03,6.468504847974687730e-05,8.152292846908770166e-05,5.434253818630230227e-05,1.509698898727100625e-04,1.306735866740257358e-02,3.234252423987344000e-04,4.076146423454384948e-04,2.717126909315115114e-04,7.548494493635503127e-04,3.531978656641262485e-03,1.690369999851100147e-01,4.710740002337843180e-02,1.006585999857634306e-01,1.271999790333211422e-04,2.113389997975900769e-02,8.344536970884007587e+00,1.000000000000000000e+00,2.066334614786562440e+01,1.889683546812857884e+01,4.859796057937373348e+00,1.000000000000000000e+00,9.245319439616411783e-02
3.700000000000000000e+01,2.892987772109164787e-02,3.086113125783406289e-04,1.742711944465772332e-04,7.464310658676496417e-05,5.000063075777295583e-04,8.746976520445474967e-02,1.543056562891703199e-03,8.713559722328861933e-04,3.732155329338248209e-04,2.500031537888647900e-03,2.364221811514458441e-02,2.402777999523095787e-01,4.930820001754909754e-02,1.657029999769292772e-01,1.552999601699411869e-04,2.510209998581558466e-02,4.000000000000000000e+00,6.338078656427335034e-01,1.800000000000000000e+01,2.200000000000000000e+01,4.821160152084544848e+00,1.071138722985695013e+00,6.328071083546094044e-02
3.800000000000000000e+01,1.475962332211388020e-02,6.616915535061195777e-04,1.068308848676712068e-05,1.059278486130085898e-05,2.696057804172834681e-06,4.192274437206539722e-02,3.308457767530597997e-03,5.341544243383560339e-05,5.296392430650429488e-05,1.348028902086417341e-05,1.133130589882207738e-02,1.706397000234574080e-01,4.409899999154731631e-02,1.072119000018574297e-01,1.759000006131827831e-04,1.913760002935305238e-02,1.600000000000000000e+01,8.597490147409757588e-01,2.133275858662413071e+01,1.988704890446260265e+01,3.203135537347404416e+00,3.397126294836104954e+00,-2.500000000000000000e-01
3.900000000000000000e+01,1.939910928369002752e-02,3.450659041796503451e-04,2.612587490591839813e-04,1.332030409478621852e-04,6.185842919485573825e-04,4.664819714062386213e-02,1.725329520898251671e-03,1.306293745295919852e-03,6.660152047393109532e-04,3.092921459742787021e-03,1.260854935301375900e-02,1.700852999929338694e-01,4.781119996914640069e-02,1.046805999940261245e-01,1.565999700687825680e-04,1.742839999496936798e-02,4.000000000000000000e+00,7.848092770054226897e-01,1.969441049919962339e+01,2.200000000000000000e+01,4.782057928956187531e+00,1.901938154553086902e+00,-2.500000000000000000e-01
4.000000000000000000e+01,8.653088284557497109e-03,3.100808924225195761e-04,1.431655274187228742e-04,5.705787098328110309e-05,1.999993913706213974e-04,1.887441850181021188e-02,1.550404462112597772e-03,7.158276370936143438e-04,2.852893549164054951e-04,9.999969568531069056e-04,5.101569873581772267e-03,2.024193000397644937e-01,5.799439997645094991e-02,1.250504000345245004e-01,1.721999724395573139e-04,1.919179997639730573e-02,6.610575373084673245e+00,0.000000000000000000e+00,1.888093552560675548e+01,2.200000000000000000e+01,1.432752798304804953e+00,1.172193631385662460e+00,-1.206493666680519550e-01
4.100000000000000000e+01,9.028809673424134652e-03,1.017090279659293344e-03,5.304721922774717079e-05,1.717307977987689261e-04,1.050186530162567267e-04,8.488562071282268126e-03,5.085451398296466502e-03,2.652360961387358268e-04,8.586539889938446307e-04,5.250932650812836604e-04,2.294374924913803598e-03,1.885194000205956399e-01,5.158379999920725822e-02,1.150581000256352127e-01,1.798000303097069263e-04,2.168780000647529960e-02,8.001286096424818695e+00,1.000000000000000000e+00,2.088075387894158652e+01,1.958244649909380186e+01,1.233172104058987806e+00,2.386212142646322754e+00,-7.825458737930779396e-02
4.200000000000000000e+01,8.873350116976473981e-03,5.936983236001858524e-04,3.298214337394378382e-05,1.840777917989638038e-05,5.167375905548499587e-05,1.993982984242784542e-02,2.968491618000929262e-03,1.649107168697189056e-04,9.203889589948189513e-05,2.583687952774249997e-04,5.389540090928918864e-03,1.772735000122338533e-01,4.960549995303153992e-02,1.106530000106431544e-01,1.468000118620693684e-04,1.685880002332851291e-02,7.115678643142619997e+00,1.000000000000000000e+00,2.048859816134430289e+01,2.047954979955369836e+01,3.983556635800946211e+00,2.101477436776371555e+00,-2.500000000000000000e-01
4.300000000000000000e+01,2.483820961793639995e-02,1.545171569269010317e-03,1.010382803542312621e-04,7.079822637123659758e-05,1.723752506831365775e-04,5.694359036003592001e-02,7.725857846345051370e-03,5.051914017711562699e-04,3.539911318561829879e-04,8.618762534156828876e-04,1.539129298454832741e-02,1.729976000497117639e-01,4.832820000592619181e-02,1.056054999935440719e-01,1.589999883435666561e-04,1.889489998575299978e-02,4.947220038450423019e+00,0.000000000000000000e+00,2.079017564789578643e+01,1.992846802264849515e+01,4.738555585172452567e+00,3.650921187469262197e+00,-2.500000000000000000e-01
4.400000000000000000e+01,4.419500434219122281e-03,1.448686438496542923e-04,4.747388601038015801e-06,2.778492413354587115e-06,7.732075292702644955e-06,1.338882346685871423e-02,7.243432192482714615e-04,2.373694300519007985e-05,1.389246206677293600e-05,3.866037646351322139e-05,3.618867433435374835e-03,1.348037000279873610e-01,4.022070002974942327e-02,7.663229998433962464e-02,1.208999892696738243e-04,1.782200002344325185e-02,1.325658453376170343e+01,0.000000000000000000e+00,1.992850654710613867e+01,2.128945227734630663e+01,3.087221858275430719e+00,4.833050057960790014e+00,-2.500000000000000000e-01
4.500000000000000000e+01,4.920739185673866922e-02,2.000862163879811150e-03,1.169971756941614108e-03,6.915969840788687914e-04,1.830287117296803667e-03,7.674641437245248443e-02,1.000431081939905618e-02,5.849858784708070539e-03,3.457984920394343957e-03,9.151435586484018767e-03,2.074380174575317717e-02,1.303776000277139246e-01,4.235529998550191522e-02,7.533079996937885880e-02,1.199000398628413677e-04,1.256329996977001429e-02,5.410386694191958945e+00,0.000000000000000000e+00,2.053981283046397266e+01,2.200000000000000000e+01,1.456328075207141470e+00,2.208088174980100682e+00,-2.500000000000000000e-01
4.600000000000000000e+01,1.107866830170383191e-02,2.242057525514348771e-04,1.087380818789682168e-05,8.768100663073796403e-06,9.891181440804069599e-05,3.464747075696927164e-02,1.121028762757174304e-03,5.436904093948411007e-05,4.384050331536898371e-05,4.945590720402034393e-04,9.364870922651601787e-03,1.325528000015765429e-01,3.532379999523982406e-02,8.219129999633878469e-02,1.407000236213207245e-04,1.489029999356716871e-02,1.461813240905341615e+01,0.000000000000000000e+00,1.904341281988387280e+01,2.200000000000000000e+01,4.388834294511594791e+00,3.546800537136024722e+00,-2.500000000000000000e-01
4.700000000000000000e+01,3.592208786407245780e-02,3.837929003275754574e-03,6.660487038535126407e-05,1.662488072896744519e-04,3.032542140602601660e-04,5.198821380155025512e-02,1.918964501637877157e-02,3.330243519267563068e-04,8.312440364483722867e-04,1.516271070301300830e-03,1.405190338901725344e-02,1.116215000511147082e-01,3.581319999648258090e-02,6.531709997216239572e-02,7.740006549283862114e-05,1.040680002188310027e-02,5.609614150699453461e+00,1.000000000000000000e+00,1.969850569148868757e+01,2.116089058295741410e+01,1.065101529092671750e+00,3.069464707362645761e+00,-2.500000000000000000e-01
