angle_deg,reflectivity,la4d_rc,o1s_rc,ti2p_rc,c1s_rc
8.090650706368666789e+00,5.930731968320085423e-04,9.921705571104917354e-01,9.915429023067540149e-01,1.010291558062662132e+00,9.836843632724375786e-01
8.115650706368665368e+00,6.357762329712759574e-04,9.908252495770951684e-01,9.903841752272634080e-01,1.011644232826071077e+00,9.832886182179897405e-01
8.140650706368665723e+00,6.818715886463245189e-04,9.895051592400803120e-01,9.892649654353061761e-01,1.012779427230171336e+00,9.833424929989762475e-01
8.165650706368666079e+00,7.259230875002309737e-04,9.883305992182112032e-01,9.882802160718080486e-01,1.013599132601048280e+00,9.837847373185675259e-01
8.190650706368666434e+00,7.626146168241254141e-04,9.874064071825571220e-01,9.875093668738456065e-01,1.014042913490136755e+00,9.844982515204770968e-01
8.215650706368666789e+00,7.875237978494677420e-04,9.868076511675480944e-01,9.870052438075335166e-01,1.014097119132394642e+00,9.853232399953630871e-01
8.240650706368665368e+00,7.978208898654894294e-04,9.865685381304774015e-01,9.867859583340673479e-01,1.013798775268127228e+00,9.860766163445071619e-01
8.265650706368665723e+00,7.927932442853394312e-04,9.866760529147137193e-01,9.868309653661774261e-01,1.013233482391721507e+00,9.865753655867350869e-01
8.290650706368666079e+00,7.741135667706094958e-04,9.870693117623334789e-01,9.870819346676535933e-01,1.012527344588515232e+00,9.866609623062921886e-01
8.315650706368666434e+00,7.457998265038948442e-04,9.876449324276969088e-01,9.874484998674101233e-01,1.011833666877950400e+00,9.862216956280659419e-01
8.340650706368666789e+00,7.138524094583057573e-04,9.882679858347390711e-01,9.878183362218120322e-01,1.011315803156447535e+00,9.852099015156915440e-01
8.365650706368665368e+00,6.855955166785297110e-04,9.887873917332284934e-01,9.880704587198156919e-01,1.011128035941018855e+00,9.836516376814113949e-01
8.390650706368665723e+00,6.687898770692461518e-04,9.890540368451955500e-01,9.880901942282851458e-01,1.011396666090147667e+00,9.816471962517637762e-01
8.415650706368666079e+00,6.706177404228639508e-04,9.889394972979815845e-01,9.877840178614862854e-01,1.012203551696070125e+00,9.793619364081131984e-01
8.440650706368666434e+00,6.966646405191893876e-04,9.883530852542598000e-01,9.870923874311096080e-01,1.013574150988446165e+00,9.770081108285213478e-01
8.465650706368666789e+00,7.500323682868250590e-04,9.872550359574817636e-01,9.859988717128551627e-01,1.015471708100667891e+00,9.748195214582852097e-01
8.490650706368665368e+00,8.307120293799570695e-04,9.856640042250579548e-01,9.845342374980208255e-01,1.017798607627536045e+00,9.730218376886651255e-01
8.515650706368665723e+00,9.353245097685594688e-04,9.836576219434185475e-01,9.827747049790169775e-01,1.020405167606386554e+00,9.718021203858194790e-01
8.540650706368666079e+00,1.057299328445867334e-03,9.813656288446880316e-01,9.808342490480608244e-01,1.023105311260042560e+00,9.712814177217263811e-01
8.565650706368666434e+00,1.187514701480197037e-03,9.789559529997282628e-01,9.788515461097540005e-01,1.025697739688207433e+00,9.714941673446861881e-01
8.590650706368666789e+00,1.315366432786377804e-03,9.766149909404479024e-01,9.769728595736054677e-01,1.027990512968785186e+00,9.723775352937344962e-01
8.615650706368665368e+00,1.430177224610299468e-03,9.745241146612382277e-01,9.753327347274002301e-01,1.029826426924489668e+00,9.737727842582817317e-01
8.640650706368665723e+00,1.522808246162215889e-03,9.728350097420814802e-01,9.740347537944770151e-01,1.031106324216916281e+00,9.754393935469058974e-01
8.665650706368666079e+00,1.587298252855784495e-03,9.716467386219488356e-01,9.731347227818779588e-01,1.031807550315221311e+00,9.770811078633000468e-01
8.690650706368666434e+00,1.622337845189901527e-03,9.709873724759120472e-01,9.726284934461937315e-01,1.031995165886563148e+00,9.783815668100829255e-01
8.715650706368666789e+00,1.632390839888733488e-03,9.708026370555751239e-01,9.724461767662845313e-01,1.031824219915381091e+00,9.790458655236790042e-01
8.740650706368665368e+00,1.628301359203289909e-03,9.709533151644981208e-01,9.724538300361351695e-01,1.031532292387244754e+00,9.788434966813241989e-01
8.765650706368665723e+00,1.627271135193060969e-03,9.712222279447424444e-01,9.724628824251273507e-01,1.031422521782206614e+00,9.776477461477895980e-01
8.790650706368666079e+00,1.652151127987403368e-03,9.713305939353854557e-01,9.722467060792958637e-01,1.031838320497559414e+00,9.754668033392808191e-01
8.815650706368666434e+00,1.730057885281924930e-03,9.709625614146613071e-01,9.715629440761806013e-01,1.033131840639206933e+00,9.724625686241629152e-01
8.840650706368666789e+00,1.890391007522597942e-03,9.697958351980626723e-01,9.701795589135340236e-01,1.035628900588866141e+00,9.689542942849476148e-01
8.865650706368665368e+00,2.162387504059958693e-03,9.675356552349877459e-01,9.679021247696227848e-01,1.039593472340723634e+00,9.654056432184237035e-01
8.890650706368665723e+00,2.572397243502638330e-03,9.639489786196669963e-01,9.645996826930693935e-01,1.045194948442967897e+00,9.623953390332704583e-01
8.915650706368666079e+00,3.141098324213166884e-03,9.588955858996337511e-01,9.602265137438358300e-01,1.052481268863463271e+00,9.605731712004876854e-01
8.940650706368666434e+00,3.880890476158807816e-03,9.523529721947759930e-01,9.548374474000038692e-01,1.061360618787494658e+00,9.606045897826923641e-01
8.965650706368666789e+00,4.793707574343995456e-03,9.444322781208290829e-01,9.485947893614311566e-01,1.071593836730015736e+00,9.631083774273293541e-01
8.990650706368665368e+00,5.869475986315157885e-03,9.353831458528663045e-01,9.417655991608815391e-01,1.082798923053951645e+00,9.685928351949166792e-01
9.015650706368665723e+00,7.085412549395888292e-03,9.255862303407905722e-01,9.347088452079431731e-01,1.094468134730833597e+00,9.773964782256305828e-01
9.040650706368666079e+00,8.406303381601837321e-03,9.155331243629121207e-01,9.278528752992009077e-01,1.105997122704137636e+00,9.896393188494140292e-01
9.065650706368666434e+00,9.785832469488137120e-03,9.057946183341406554e-01,9.216646086142876726e-01,1.116724463141147927e+00,1.005190334514795891e+00
9.090650706368666789e+00,1.116893940969976295e-02,8.969794294772549526e-01,9.166128000428870326e-01,1.125978834038619425e+00,1.023655617927360817e+00
9.115650706368665368e+00,1.249508470952977873e-02,8.896866807729802984e-01,9.131285426268664907e-01,1.133130109921023143e+00,1.044389987387045915e+00
9.140650706368665723e+00,1.370219862796906614e-02,8.844563376097996921e-01,9.115667357472940768e-01,1.137639931676962979e+00,1.066532588102669266e+00
9.165650706368666079e+00,1.473099904222384925e-02,8.817223586614748587e-01,9.121724366233726622e-01,1.139107000729851826e+00,1.089064443342046218e+00
9.190650706368666434e+00,1.552930008803998438e-02,8.817733500817790393e-01,9.150557452552388060e-01,1.137302560191525647e+00,1.110883326252669390e+00
9.215650706368666789e+00,1.605590955624642407e-02,8.847249535114626307e-01,9.201781253756370349e-01,1.132192306005598503e+00,1.130889093570077497e+00
9.240650706368665368e+00,1.628373738682751051e-02,8.905070671257704351e-01,9.273518958412902968e-01,1.123942269361309254e+00,1.148071121939370443e+00
9.265650706368665723e+00,1.620181045601311320e-02,8.988674192639388716e-01,9.362531809785097359e-01,1.112907878614669999e+00,1.161588999451204973e+00
9.290650706368666079e+00,1.581600177473001939e-02,9.093912013717196929e-01,9.464470891334273439e-01,1.099607216122698405e+00,1.170838271878887449e+00
9.315650706368666434e+00,1.514841922414249947e-02,9.215346869578681099e-01,9.574225220161544092e-01,1.084681169451858995e+00,1.175494749000880468e+00
9.340650706368666789e+00,1.423553977356245559e-02,9.346692769491169450e-01,9.686330031352708980e-01,1.068844494843078197e+00,1.175533378057987743e+00
9.365650706368665368e+00,1.312529955549335443e-02,9.481314208278267541e-01,9.795393841431422333e-01,1.052832592309396631e+00,1.171220596865916175e+00
9.390650706368665723e+00,1.187344221776873675e-02,9.612734722565393630e-01,9.896502856748398136e-01,1.037348966709795484e+00,1.163081955060848660e+00
9.415650706368666079e+00,1.053947859497640985e-02,9.735107451602410533e-01,9.985566074960577909e-01,1.023017952911660755e+00,1.151849252940757573e+00
9.440650706368666434e+00,9.182618607516290776e-03,9.843607472723758800e-01,1.005957286881551838e+00,1.010346434227756385e+00,1.138393221944273836e+00
9.465650706368666789e+00,7.858006640554020261e-03,9.934716304884299021e-01,1.011674544530657416e+00,9.996971464936711405e-01,1.123648730561615405e+00
9.490650706368665368e+00,6.613533917564084173e-03,1.000638139282187700e+00,1.015657982736547948e+00,9.912749072948587870e-01,1.108539650645639751e+00
9.515650706368665723e+00,5.487426528473389291e-03,1.005804602027631001e+00,1.017977963137816966e+00,9.851258890718824768e-01,1.093909968079799455e+00
9.540650706368666079e+00,4.506726051939818727e-03,1.009055671616739369e+00,1.018809599533319510e+00,9.811489737993771554e-01,1.080466630470586553e+00
9.565650706368666434e+00,3.686699314525381313e-03,1.010596498055850168e+00,1.018409400412078725e+00,9.791173503837318215e-01,1.068738170231551710e+00
9.590650706368666789e+00,3.031140478932179382e-03,1.010724759585183596e+00,1.017087061778545909e+00,9.787078733054543900e-01,1.059051489874081486e+00
9.615650706368665368e+00,2.533465920526375981e-03,1.009797469238334466e+00,1.015175139744893817e+00,9.795352986111030003e-01,1.051527490262645470e+00
9.640650706368665723e+00,2.178452332509224140e-03,1.008195705596663272e+00,1.012999332413562881e+00,9.811883455318648473e-01,1.046094582245361337e+00
9.665650706368666079e+00,1.944432501999145005e-03,1.006290394103545927e+00,1.010851887233833235e+00,9.832645884278372606e-01,1.042517651449924809e+00
9.690650706368666434e+00,1.805742185714821280e-03,1.004412000480245704e+00,1.008970245372538432e+00,9.854014511903992357e-01,1.040438838850154202e+00
9.715650706368666789e+00,1.735206205842000334e-03,1.002826512025923211e+00,1.007522469664344555e+00,9.873010359972647088e-01,1.039425640320852384e+00
9.740650706368665368e+00,1.706462549528666665e-03,1.001719411199252230e+00,1.006600320183484998e+00,9.887471415673202424e-01,1.039021386247003020e+00
9.765650706368665723e+00,1.695949306679159479e-03,1.001188541260904064e+00,1.006220097284096671e+00,9.896135696542166515e-01,1.038793181049798342e+00
9.790650706368666079e+00,1.684418904386122224e-03,1.001245895427799182e+00,1.006330633053571288e+00,9.898636237415274763e-01,1.038372867806541366e+00
9.815650706368666434e+00,1.657894042102641720e-03,1.001827511122978187e+00,1.006827150721938402e+00,9.895414995276550219e-01,1.037487492937293920e+00
9.840650706368666789e+00,1.608035417617060571e-03,1.002809905485452902e+00,1.007569196236384634e+00,9.887569763361685471e-01,1.035976988153990419e+00
9.865650706368665368e+00,1.531947279029071849e-03,1.004030925549826314e+00,1.008400531777204900e+00,9.876653704871133366e-01,1.033798226343604520e+00
9.890650706368665723e+00,1.431497351236718637e-03,1.005312565090330512e+00,1.009168799641348757e+00,9.864450499987990062e-01,1.031016082382935961e+00
9.915650706368666079e+00,1.312267663970703930e-03,1.006483249944479796e+00,1.009742920598259097e+00,9.852749032892380576e-01,1.027783471474759347e+00
9.940650706368666434e+00,1.182278466590016121e-03,1.007397311228497294e+00,1.010026558340108460e+00,9.843140006371394746e-01,1.024313397402643266e+00
9.965650706368666789e+00,1.050636790107585669e-03,1.007949815400281279e+00,1.009966510613550916e+00,9.836853130748272056e-01,1.020846711151146557e+00
9.990650706368665368e+00,9.262543601181833734e-04,1.008085539524499419e+00,1.009555510239930731e+00,9.834648106114027843e-01,1.017619499296731123e+00
1.001565070636866572e+01,8.167584043560605729e-04,1.007801590680270865e+00,1.008829560233333478e+00,9.836766180574559870e-01,1.014833791406182018e+00
1.004065070636866608e+01,7.276868427869739560e-04,1.007143886158974544e+00,1.007860513960083582e+00,9.842942367562910189e-01,1.012634649587703439e+00
1.006565070636866643e+01,6.620207233284519655e-04,1.006198357112815023e+00,1.006745082349507880e+00,9.852472160144990498e-01,1.011095776861990148e+00
1.009065070636866679e+01,6.200662161165835682e-04,1.005078247692402948e+00,1.005591761544867735e+00,9.864321402735222177e-01,1.010214677013102191e+00
1.011565070636866537e+01,5.996604116350887689e-04,1.003909209208540210e+00,1.004507302715540007e+00,9.877264324704918552e-01,1.009917250853878734e+00
1.014065070636866572e+01,5.966433142310834277e-04,1.002814011820624351e+00,1.003584288944826097e+00,9.890032871378914292e-01,1.010070651673075304e+00
1.016565070636866608e+01,6.055155320013519806e-04,1.001898614934833454e+00,1.002891159756995165e+00,9.901460455076813716e-01,1.010502357557151010e+00
1.019065070636866643e+01,6.201888350037806702e-04,1.001241073194135023e+00,1.002465665999934030e+00,9.910604975273220596e-01,1.011022833941546795e+00
1.021565070636866679e+01,6.347353856282038354e-04,1.000884346544900216e+00,1.002312292552631989e+00,9.916839143444322602e-01,1.011448905106840490e+00
1.024065070636866537e+01,6.440502964470673757e-04,1.000833582089122098e+00,1.002403706636243230e+00,9.919900387848457068e-01,1.011625039413068805e+00
1.026565070636866572e+01,6.443595098681755137e-04,1.001057901150411045e+00,1.002685829573901621e+00,9.919897415004736985e-01,1.011440153298362565e+00
1.029065070636866608e+01,6.335283264601843621e-04,1.001496217002109335e+00,1.003085739471171856e+00,9.917275341874506323e-01,1.010838193322312728e+00
1.031565070636866643e+01,6.111522710171629277e-04,1.002066181485182561e+00,1.003521331701114461e+00,9.912745677706168435e-01,1.009821577553996486e+00
1.034065070636866679e+01,5.784382753165851973e-04,1.002675055667889614e+00,1.003911519753327708e+00,9.907190888776769011e-01,1.008447465308414337e+00
1.036565070636866537e+01,5.379074739205006199e-04,1.003231148579528664e+00,1.004185761042338587e+00,9.901555498599982075e-01,1.006817671817037629e+00
1.039065070636866572e+01,4.929688660096131830e-04,1.003654478433787967e+00,1.004291833672807499e+00,9.896736482429489001e-01,1.005063754823641853e+00
1.041565070636866608e+01,4.474240584072158356e-04,1.003885473436856746e+00,1.004201048186109890e+00,9.893485091075093774e-01,1.003329296269860116e+00
1.044065070636866643e+01,4.049665384082124756e-04,1.003890818070434010e+00,1.003910417709973579e+00,9.892330325274411029e-01,1.001751635645835137e+00
1.046565070636866679e+01,3.687346259081994665e-04,1.003665926276615217e+00,1.003441687597395271e+00,9.893531353006814744e-01,1.000445266939355760e+00
1.049065070636866537e+01,3.409664665605539728e-04,1.003233937904996598e+00,1.002837496060411615e+00,9.897062590682572658e-01,9.994888067646705565e-01
1.051565070636866572e+01,3.227898641694029497e-04,1.002641539705939833e+00,1.002155258019234330e+00,9.902631378563234721e-01,9.989169253927520087e-01
1.054065070636866608e+01,3.141615475020385277e-04,1.001952261418774359e+00,1.001459600793320082e+00,9.909724595897910771e-01,9.987179758918898198e-01
1.056565070636866643e+01,3.139519072093469010e-04,1.001238154231397504e+00,1.000814309196325302e+00,9.917677561669006048e-01,9.988373434075823454e-01
1.059065070636866679e+01,3.201544809302836730e-04,1.000570898654368213e+00,1.000274749387268791e+00,9.925756448354184913e-01,9.991858533776152296e-01
1.061565070636866537e+01,3.301863072195042304e-04,1.000013401734420437e+00,9.998816396776165627e-01,9.933244383910448949e-01,9.996520032386521093e-01
1.064065070636866572e+01,3.412369735650410004e-04,9.996128344167120039e-01,9.996568392894920052e-01,9.939521492285517956e-01,1.000116379657132182e+00
1.066565070636866608e+01,3.506213724221989990e-04,9.993958471316255476e-01,9.996015598656307066e-01,9.944130262155610467e-01,1.000466432455915156e+00
1.069065070636866643e+01,3.560938079349859836e-04,9.993664144933456228e-01,9.996971030724568497e-01,9.946819663084048857e-01,1.000609810789189646e+00
1.071565070636866679e+01,3.560885033340360274e-04,9.995064345623234647e-01,9.999079272270040564e-01,9.947564086018854113e-01,1.000484713471697873e+00
1.074065070636866537e+01,3.498625785745273099e-04,9.997788833564129618e-01,1.000186581217229476e+00,9.946556152966598008e-01,1.000066126128813737e+00
1.076565070636866572e+01,3.375306902546426711e-04,1.000133038348933523e+00,1.000479844289351439e+00,9.944175380708021317e-01,9.993673563656324532e-01
1.079065070636866608e+01,3.199940900992485232e-04,1.000511066838219554e+00,1.000735296135052854e+00,9.940937274472934071e-01,9.984368660073995594e-01
1.081565070636866643e+01,2.987792501475581512e-04,1.000855148377756798e+00,1.000907523023431889e+00,9.937429399622877968e-01,9.973509648123286553e-01
1.084065070636866679e+01,2.758110388051080450e-04,1.001114275597711822e+00,1.000963240909546803e+00,9.934242141379354685e-01,9.962034062980148486e-01
1.086565070636866537e+01,2.531517077465798371e-04,1.001249953221081901e+00,1.000884773038929199e+00,9.931902120181201887e-01,9.950932598337922652e-01
1.089065070636866572e+01,2.327391368193519453e-04,1.001240177830585942e+00,1.000671536025144359e+00,9.930815592792305857e-01,9.941125892751461190e-01
1.091565070636866608e+01,2.161558660207565919e-04,1.001081308351606136e+00,1.000339436973187501e+00,9.931227744972580540e-01,9.933354349715588505e-01
