angle_deg,reflectivity,la4d_rc,o1s_rc,ti2p_rc,c1s_rc
8.715650706368666789e+00,1.646285373303096704e-03,9.707955147467234314e-01,9.724390439701683375e-01,1.031816695604072409e+00,9.790392567551321479e-01
8.740650706368665368e+00,1.642152290729432737e-03,9.709463588997266914e-01,9.724468645943012968e-01,1.031524947810592563e+00,9.788370562092348903e-01
8.765650706368665723e+00,1.641211869672773091e-03,9.712153469232621683e-01,9.724559941653865280e-01,1.031415260051720795e+00,9.776413908604763003e-01
8.790650706368666079e+00,1.666404774619104773e-03,9.713236034374860273e-01,9.722397105016347130e-01,1.031830940524429474e+00,9.754603591888787451e-01
8.815650706368666434e+00,1.744923870915993406e-03,9.709551891693681824e-01,9.715555687422465780e-01,1.033124042580530810e+00,9.724557776010469556e-01
8.840650706368666789e+00,1.906220706686527575e-03,9.697877399533085807e-01,9.701714619024190966e-01,1.035620302269815829e+00,9.689468323617284051e-01
8.865650706368665368e+00,2.179550464770467055e-03,9.675264570168549128e-01,9.678929244991246739e-01,1.039583635729074418e+00,9.653971471500186752e-01
8.890650706368665723e+00,2.591240695565057671e-03,9.639382984263479281e-01,9.645889967631241513e-01,1.045183414804946143e+00,9.623854387472206007e-01
8.915650706368666079e+00,3.161903565054912345e-03,9.588830908391849928e-01,9.602140029180096237e-01,1.052467600950034887e+00,9.605615242226394068e-01
8.940650706368666434e+00,3.903830337941802207e-03,9.523384207398548629e-01,9.548228597419022856e-01,1.061344448037021770e+00,9.605909147430683470e-01
8.965650706368666789e+00,4.818809401205765078e-03,9.444155596088702476e-01,9.485779991861524874e-01,1.071574912801202650e+00,9.630924848765125557e-01
8.990650706368665368e+00,5.896594334394444220e-03,9.353643088621432788e-01,9.417466360071867770e-01,1.082777161950826850e+00,9.685746551830041184e-01
9.015650706368665723e+00,7.114215145102849129e-03,9.255654961317997254e-01,9.346879094299705981e-01,1.094443660516721817e+00,9.773760847465401413e-01
9.040650706368666079e+00,8.436272765090962675e-03,9.155108839095713602e-01,9.278303388342010738e-01,1.105970296735050873e+00,9.896169509105577911e-01
9.065650706368666434e+00,9.816284296959843642e-03,9.057714140504814493e-01,9.216410015520447585e-01,1.116695894438316738e+00,1.005166412228765349e+00
9.090650706368666789e+00,1.119905673225177027e-02,8.969559249313860949e-01,9.165887853077742120e-01,1.125949365386339718e+00,1.023630750099628450e+00
9.115650706368665368e+00,1.252396587350182618e-02,8.896636229147371067e-01,9.131048820050901016e-01,1.133100776785226804e+00,1.044364965452122540e+00
9.140650706368665723e+00,1.372891495692544171e-02,8.844345160471186462e-01,9.115442505234587767e-01,1.137611894922521572e+00,1.066508360925301879e+00
9.165650706368666079e+00,1.475465735549838162e-02,8.817025654289013525e-01,9.121519654174348180e-01,1.139081458708033123e+00,1.089042069071397334e+00
9.190650706368666434e+00,1.554910452981122376e-02,8.817563416602188786e-01,9.150381007131430655e-01,1.137280650033414942e+00,1.110863901193160475e+00
9.215650706368666789e+00,1.607121722443459813e-02,8.847114152998953873e-01,9.201640506923972618e-01,1.132175006755756552e+00,1.130873663211964919e+00
9.240650706368665368e+00,1.629410285097307107e-02,8.904975797920473557e-01,9.273420220814720949e-01,1.123930320047871634e+00,1.148060584500093517e+00
9.265650706368665723e+00,1.620701534895865187e-02,8.988624267442374416e-01,9.362479868917596981e-01,1.112901722189514109e+00,1.161584015882726195e+00
9.290650706368666079e+00,1.581606708955470703e-02,9.093909816019214443e-01,9.464468663560251516e-01,1.099606975849496404e+00,1.170839196978230579e+00
9.315650706368666434e+00,1.514359957275917927e-02,9.215393281254536939e-01,9.574273496426809471e-01,1.084686658812352489e+00,1.175501595518519959e+00
9.340650706368666789e+00,1.422630049311117244e-02,9.346786633603153538e-01,9.686427360224735272e-01,1.068855256702650580e+00,1.175545820067229297e+00
9.365650706368665368e+00,1.311227902841985773e-02,9.481452327009545211e-01,9.795536585528115125e-01,1.052847959132996003e+00,1.171238011552146130e+00
9.390650706368665723e+00,1.185740297639382990e-02,9.612912025603259636e-01,9.896685439314641952e-01,1.037368131771598811e+00,1.163103495338031923e+00
9.415650706368666079e+00,1.052125162061010033e-02,9.735317341897278265e-01,9.985781405912100839e-01,1.023040042775184233e+00,1.151873938542334885e+00
9.440650706368666434e+00,9.163045651933453273e-03,9.843842325961301709e-01,1.005981291050351389e+00,1.010370574787470499e+00,1.138420034829205729e+00
9.465650706368666789e+00,7.837885373529959732e-03,9.934968070211935842e-01,1.011700185475038927e+00,9.997225177223402204e-01,1.123676701690562885e+00
9.490650706368665368e+00,6.593570253798194253e-03,1.000664222289015193e+00,1.015684459938543283e+00,9.913007846576193938e-01,1.108567928683942272e+00
9.515650706368665723e+00,5.468197662092322969e-03,1.005830885316381318e+00,1.018004566844786796e+00,9.851516717005236456e-01,1.093937865170305113e+00
9.540650706368666079e+00,4.488656611594588931e-03,1.009081574097297374e+00,1.018835754402672489e+00,9.811742006895697310e-01,1.080493644639434647e+00
9.565650706368666434e+00,3.670051758521907740e-03,1.010621593935122409e+00,1.018434692084097426e+00,9.791417061712580638e-01,1.068763987304473639e+00
9.590650706368666789e+00,3.016019506258859478e-03,1.010748790179269330e+00,1.017111245262220631e+00,9.787311849347910542e-01,1.059075969561569908e+00
9.615650706368665368e+00,2.519835412121369800e-03,1.009820337100695298e+00,1.015198130922040587e+00,9.795575238533219542e-01,1.051550641410478049e+00
9.640650706368665723e+00,2.166162279043713172e-03,1.008217453865740465e+00,1.013021185798337775e+00,9.812095541827506873e-01,1.046116531603691335e+00
9.665650706368666079e+00,1.933252617176808245e-03,1.006311175357514243e+00,1.010872764181725225e+00,9.832849372801307775e-01,1.042538609290151852e+00
9.690650706368666434e+00,1.795398510280431324e-03,1.004432039887384276e+00,1.008990377234108227e+00,9.854211544730557826e-01,1.040459063867105627e+00
9.715650706368666789e+00,1.725416999012331642e-03,1.002846069338566792e+00,1.007542120091899696e+00,9.873203336913074502e-01,1.039445405771938002e+00
9.740650706368665368e+00,1.696970121516651027e-03,1.001738745415171383e+00,1.006619750152919934e+00,9.887662685567262244e-01,1.039040949192406860e+00
9.765650706368665723e+00,1.686545110985570575e-03,1.001207880839500186e+00,1.006239535597727164e+00,9.896327288074580064e-01,1.038812756646526614e+00
9.790650706368666079e+00,1.674960095245939251e-03,1.001265416002550479e+00,1.006350254276484835e+00,9.898829656273372413e-01,1.038392610573110497e+00
9.815650706368666434e+00,1.648310706879423972e-03,1.001847321794019363e+00,1.006847061721405812e+00,9.895611105902141214e-01,1.037507486510573562e+00
9.840650706368666789e+00,1.598328706587265466e-03,1.002830044011705057e+00,1.007589431728970641e+00,9.887768761713532362e-01,1.035997244238534121e+00
9.865650706368665368e+00,1.522179572555616874e-03,1.004051362047232221e+00,1.008421058516619118e+00,9.876855176260229685e-01,1.033818692430461095e+00
9.890650706368665723e+00,1.421776339381245792e-03,1.005333213150009009e+00,1.009189528108390910e+00,9.864653545619764818e-01,1.031036656647991823e+00
9.915650706368666079e+00,1.302726702053232750e-03,1.006503983430631743e+00,1.009763722341574965e+00,9.852952441929714311e-01,1.027804022345668145e+00
9.940650706368666434e+00,1.173055776178403772e-03,1.007417984476013384e+00,1.010047286564272007e+00,9.843342447709546583e-01,1.024333784822287985e+00
9.965650706368666789e+00,1.041855992987035431e-03,1.007970284212635015e+00,1.009987021328609291e+00,9.837053339846203448e-01,1.020866806635964963e+00
9.990650706368665368e+00,9.180084875968930885e-04,1.008105680366817358e+00,1.009575681348964915e+00,9.834845046102914656e-01,1.017639202412425004e+00
1.001565070636866572e+01,8.090989673542348668e-04,1.007821315807460705e+00,1.008849306349796526e+00,9.836959162255741740e-01,1.014853041082025786e+00
1.004065070636866608e+01,7.206188520300512400e-04,1.007163153073524109e+00,1.007879795447358839e+00,9.843131118834395066e-01,1.012653429557897278e+00
1.006565070636866643e+01,6.555037986960203338e-04,1.006217171599349536e+00,1.006763907935793512e+00,9.852656841274718413e-01,1.011114115295109084e+00
1.009065070636866679e+01,6.140212074268270931e-04,1.005096660573811196e+00,1.005610184737888213e+00,9.864502569466179205e-01,1.010232640985266883e+00
1.011565070636866537e+01,5.939803496950257864e-04,1.003927307761315779e+00,1.004525412989756283e+00,9.877442846302755264e-01,1.009934936731717858e+00
1.014065070636866572e+01,5.912070835650581457e-04,1.002831907363797903e+00,1.003602199208142975e+00,9.890209815201466137e-01,1.010088172737081624e+00
1.016565070636866608e+01,6.002024440286261343e-04,1.001916428415301707e+00,1.002908991888187273e+00,9.901636952669251590e-01,1.010519830355040671e+00
1.019065070636866643e+01,6.148922939013145477e-04,1.001258920637005279e+00,1.002483536292962718e+00,9.910782086863721974e-01,1.011040364927293878e+00
1.021565070636866679e+01,6.293740628682362604e-04,1.000902326066368309e+00,1.002330298749531279e+00,9.917017737580624548e-01,1.011466579073378558e+00
1.024065070636866537e+01,6.385756247542367925e-04,1.000851763843360498e+00,1.002421917925282013e+00,9.920081050587328253e-01,1.011642911029363878e+00
1.026565070636866572e+01,6.387588166054383385e-04,1.001076321158983262e+00,1.002704280519318925e+00,9.920080398765691587e-01,1.011458242693610732e+00
1.029065070636866608e+01,6.278234842782965102e-04,1.001514875340201893e+00,1.003104428363229328e+00,9.917460558435130524e-01,1.010856486141241906e+00
1.031565070636866643e+01,6.053942827217325112e-04,1.002085044807612624e+00,1.003540223306164547e+00,9.912932733770308813e-01,1.009840029305551168e+00
1.034065070636866679e+01,5.726986692778848059e-04,1.002694063582344475e+00,1.003930551944409721e+00,9.907379157076480203e-01,1.008466009248389028e+00
1.036565070636866537e+01,5.322677174543111352e-04,1.003250222952916548e+00,1.004204854351006482e+00,9.901744213404743977e-01,1.006836229151206297e+00
1.039065070636866572e+01,4.875091755493107760e-04,1.003673534395937539e+00,1.004310902477119294e+00,9.896924846106002205e-01,1.005082245771898197e+00
1.041565070636866608e+01,4.422129851844152086e-04,1.003904430669565251e+00,1.004220012085866642e+00,9.893672378046046711e-01,1.003347650523637613e+00
1.044065070636866643e+01,4.000525451011680044e-04,1.003909610972604227e+00,1.003929211667321297e+00,9.892515971126721874e-01,1.001769800956591849e+00
1.046565070636866679e+01,3.641405700982128257e-04,1.003684511785107647e+00,1.003460269636773816e+00,9.893715019161334334e-01,1.000463214930467970e+00
1.049065070636866537e+01,3.366875124598688756e-04,1.003252300101010741e+00,1.002855851692088462e+00,9.897244198476564669e-01,9.995065354824655968e-01
1.051565070636866572e+01,3.187949060605026782e-04,1.002659690793080483e+00,1.002173401014209819e+00,9.902811110377893744e-01,9.989344585330618420e-01
1.054065070636866608e+01,3.103978009249934444e-04,1.001970239148260555e+00,1.001477570420686414e+00,9.909902864731479077e-01,9.987353590085203958e-01
1.056565070636866643e+01,3.103519579202538041e-04,1.001256016296883988e+00,1.000832164466845198e+00,9.917854954016120939e-01,9.988546377058084014e-01
1.059065070636866679e+01,3.166448182362982555e-04,1.000588714923009048e+00,1.000292561175683437e+00,9.925933648129136033e-01,9.992031279132023158e-01
1.061565070636866537e+01,3.266962344430185102e-04,1.000031245385649248e+00,9.998994817909141464e-01,9.933422087168853887e-01,9.996693264788829580e-01
1.064065070636866572e+01,3.377067941495867035e-04,9.996307731165170463e-01,9.996747796024899602e-01,9.939700323404739857e-01,1.000133811408165485e+00
1.066565070636866608e+01,3.470088882878303313e-04,9.994139352903528284e-01,9.996196525697143009e-01,9.944310701753260595e-01,1.000484017108893120e+00
1.069065070636866643e+01,3.523784142976782289e-04,9.993846874655656354e-01,9.997153828998732727e-01,9.947001996272347712e-01,1.000627572676662247e+00
1.071565070636866679e+01,3.522724865450330947e-04,9.995249053795823846e-01,9.999264062481294513e-01,9.947748376792763247e-01,1.000502654860746077e+00
1.074065070636866537e+01,3.459695786667583441e-04,9.997975422693755609e-01,1.000205248490489085e+00,9.946742246991612246e-01,1.000084228033544465e+00
1.076565070636866572e+01,3.336016340131919291e-04,1.000151855124920885e+00,1.000498668303711147e+00,9.944362935031167972e-01,9.993855819868525669e-01
1.079065070636866608e+01,3.160811931460582951e-04,1.000529995443956821e+00,1.000754229657420113e+00,9.941125809286306403e-01,9.984551662613048162e-01
1.081565070636866643e+01,2.949388951346703400e-04,1.000874133406257416e+00,1.000926509683784715e+00,9.937618364638345358e-01,9.973692851505300272e-01
1.084065070636866679e+01,2.720964399776924000e-04,1.001133259603365078e+00,1.000982222659938525e+00,9.934430987933909885e-01,9.962216938885812834e-01
1.086565070636866537e+01,2.496062617480152251e-04,1.001268884034251405e+00,1.000903697535985293e+00,9.932090369983656020e-01,9.951114701805247043e-01
1.089065070636866572e+01,2.293912412688168417e-04,1.001259014947642134e+00,1.000690363022649576e+00,9.931002895148144383e-01,9.941306914855189136e-01
1.091565070636866608e+01,2.130157793204875841e-04,1.001100027637502610e+00,1.000358142966769393e+00,9.931413916150645393e-01,9.933534151075498198e-01
