evaluation,objective,C 1s_raw,La 4d_raw,O 1s_raw,Ti 2p_raw,reflectivity_raw,C 1s_weighted,La 4d_weighted,O 1s_weighted,Ti 2p_weighted,reflectivity_weighted,carbon_thickness,carbon_roughness,lno_thickness,sto_thickness,superlattice_roughness,substrate_roughness,angle_offset
1.100000000000000000e+01,4.021764696201130529e-01,4.879317495531805896e-03,1.774270869654801398e-03,1.127536564521623404e-03,2.673583637487811446e-03,2.976293839481526371e-01,4.879317495531805549e-02,1.774270869654801311e-02,1.127536564521623361e-02,2.673583637487811360e-02,2.976293839481526371e-01,1.186192447207465683e+01,1.831643190477886485e+00,2.053538846824744013e+01,2.065279627648083860e+01,2.434314752496490541e+00,3.131928689392154297e+00,2.821291514330945827e-01
1.200000000000000000e+01,1.390858353329176844e-01,2.707955150845361113e-03,8.929535971596540148e-04,5.670694589545533047e-04,1.350342143561888758e-03,8.390263182770311967e-02,2.707955150845361286e-02,8.929535971596539931e-03,5.670694589545532613e-03,1.350342143561888801e-02,8.390263182770311967e-02,1.277731668090802231e+01,3.833908514348507879e+00,2.090176924472583764e+01,2.176145944401077159e+01,2.962915355787776761e+00,2.345371755205435171e+00,-3.004781869324806842e-01
1.300000000000000000e+01,4.740759948726191997e-02,8.303541369739613062e-04,2.157304335069552099e-04,1.355179356714049767e-04,4.067054727930570273e-04,3.152451969780813157e-02,8.303541369739613279e-03,2.157304335069552045e-03,1.355179356714049767e-03,4.067054727930570490e-03,3.152451969780813157e-02,1.282897582515026613e+01,3.792170470543345218e+00,2.016183923936354816e+01,2.157661243835229925e+01,4.181177887377403479e+00,2.615103633244602044e+00,-2.634752015418440618e-01
1.400000000000000000e+01,7.292404989989109687e-01,5.510070046555173504e-03,2.183054631705874486e-03,1.319980214617660561e-03,3.430031860894418739e-03,6.048091314611796498e-01,5.510070046555173850e-02,2.183054631705874660e-02,1.319980214617660561e-02,3.430031860894418999e-02,6.048091314611796498e-01,1.060340780384586523e+01,6.901966696541372848e-01,1.845877105356660408e+01,1.808207634244977413e+01,1.629043712589294479e+00,5.000000000000000000e+00,-3.299801065146817924e-01
1.500000000000000000e+01,1.141566635276725084e-01,1.573854726903280588e-03,9.719487992327272398e-04,5.281861487502969525e-04,1.570773773042584073e-03,6.770902904838362046e-02,1.573854726903280501e-02,9.719487992327273049e-03,5.281861487502969091e-03,1.570773773042584073e-02,6.770902904838362046e-02,6.000000000000000000e+00,9.159325354622395166e-01,1.914186988551125168e+01,2.200000000000000000e+01,2.541449752282405328e+00,2.829114623763915759e+00,1.711099415310463057e-02
1.600000000000000000e+01,3.516405925866865623e-01,3.714975089792781852e-03,1.271633874246188558e-03,7.288322595621847923e-04,1.912684312393559587e-03,2.753593372267394424e-01,3.714975089792781765e-02,1.271633874246188602e-02,7.288322595621847706e-03,1.912684312393559544e-02,2.753593372267394424e-01,1.400000000000000000e+01,5.928242264058558586e-01,1.800000000000000000e+01,2.200000000000000000e+01,4.231697672377057629e+00,3.350199559052909670e+00,3.499999999999999778e-01
1.700000000000000000e+01,5.815966155672458449e-01,4.264746671816454712e-03,1.850090326594897592e-03,1.082104426419278108e-03,2.728761899970561303e-03,4.823395823192339615e-01,4.264746671816455059e-02,1.850090326594897722e-02,1.082104426419278065e-02,2.728761899970561303e-02,4.823395823192339615e-01,1.300774757513457303e+01,2.719057462784134849e+00,1.800000000000000000e+01,1.859373510988065448e+01,2.883355740092880648e+00,3.125606875336336632e+00,-1.316553982889147045e-01
1.800000000000000000e+01,9.035354126148884002e-02,1.256136334406722293e-03,5.379936946863034470e-04,3.118100751914549347e-04,9.033112173390757307e-04,6.026102804525327455e-02,1.256136334406722337e-02,5.379936946863034253e-03,3.118100751914549239e-03,9.033112173390757740e-03,6.026102804525327455e-02,1.116996035813316723e+01,9.251511688438892600e-01,2.041769526472738860e+01,1.800000000000000000e+01,4.018497641822589728e+00,1.872313972191627762e+00,1.322828318943227721e-01
1.900000000000000000e+01,6.961111633483303696e-02,1.016415800948763373e-03,2.760232704165958774e-04,1.610817009961353909e-04,5.461050831649075406e-04,4.961485777956901877e-02,1.016415800948763416e-02,2.760232704165958666e-03,1.610817009961353855e-03,5.461050831649075406e-03,4.961485777956901877e-02,1.355900063208820860e+01,3.547099130712076498e+00,1.903852853332645623e+01,2.200000000000000000e+01,4.702550301665302079e+00,1.418077948671886412e+00,-1.229483134243277154e-01
2.000000000000000000e+01,3.737382837420073767e-02,1.710703399025035774e-04,3.988701962389409579e-05,2.491459977836926244e-05,1.146563909002910534e-04,3.386854487215015808e-02,1.710703399025035720e-03,3.988701962389409579e-04,2.491459977836926244e-04,1.146563909002910452e-03,3.386854487215015808e-02,1.351953386014755409e+01,6.615550598735169263e-01,1.963217833120186739e+01,2.080441604630069108e+01,4.619662856934960260e+00,2.739319948691157691e+00,-1.519160598854906175e-01
2.100000000000000000e+01,3.336601144468807206e-02,1.675472016807676677e-04,9.800603342449737854e-05,5.677821158012363769e-05,1.582571523237847428e-04,2.856012545459633498e-02,1.675472016807676677e-03,9.800603342449737583e-04,5.677821158012364040e-04,1.582571523237847428e-03,2.856012545459633498e-02,1.160454017622639356e+01,7.877560568442490974e-01,1.994338117218170936e+01,1.818253820429375267e+01,3.984945044884982135e+00,3.140622839352623874e+00,3.499999999999999778e-01
2.200000000000000000e+01,7.949792494662953624e-02,1.344631961451649843e-03,4.159757295492258955e-04,2.580262579709555366e-04,6.055074473041331066e-04,5.325651098386989524e-02,1.344631961451649843e-02,4.159757295492259171e-03,2.580262579709555366e-03,6.055074473041330632e-03,5.325651098386989524e-02,1.079005136249006114e+01,1.164201671898041468e+00,2.025478850237021788e+01,2.043646287541372075e+01,4.809992551228812196e+00,3.930352459318112057e+00,-3.499999999999999778e-01
2.300000000000000000e+01,2.311440372566899992e-01,3.760375057369895989e-03,8.834263634414029308e-04,5.448026006384029934e-04,1.493203560692980348e-03,1.643259614352631792e-01,3.760375057369896162e-02,8.834263634414030175e-03,5.448026006384030367e-03,1.493203560692980304e-02,1.643259614352631792e-01,6.003220697311001608e+00,2.409189286350425174e+00,2.200000000000000000e+01,1.800000000000000000e+01,4.404753034226729369e+00,4.625170895660435377e+00,-3.499999999999999778e-01
2.400000000000000000e+01,2.010419155025673088e-01,2.540770308858805639e-03,1.273218787437765606e-03,8.334395902937901399e-04,1.848925817492744683e-03,1.360783704617362366e-01,2.540770308858805726e-02,1.273218787437765606e-02,8.334395902937901182e-03,1.848925817492744553e-02,1.360783704617362366e-01,7.148502138238665538e+00,7.539213636436177257e-01,2.200000000000000000e+01,1.800000000000000000e+01,4.746106402933016888e+00,3.178719664942712964e+00,3.499999999999999778e-01
